r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,1.33763e-05,1.3439e-05,1.2747e-05,1.1324e-05,1.47853e-05,0.0000132702
50%,1.64438e-05,1.6544e-05,1.31687e-05,1.47953e-05,1.64792e-05,0.0000149511
25%,1.57994e-05,1.10103e-05,1.43617e-05,1.09847e-05,1.57163e-05,0.0000134048
10%,1.47722e-05,1.4731e-05,1.33159e-05,1.17688e-05,1.6494e-05,0.0000150470
5%,1.05185e-05,1.52353e-05,1.36339e-05,1.8296e-05,1.61332e-05,0.0000152888
