r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0036573651,0.0036659203,0.0035702983,0.0033651119,0.0038451701,0.0036428265
50%,0.0040550896,0.0040674276,0.0036288768,0.0038464712,0.0040594541,0.0038666636
25%,0.0039748423,0.0033181756,0.0037896857,0.0033143174,0.003964384,0.0036612573
10%,0.0038434564,0.0038380979,0.0036490931,0.0034305675,0.0040612746,0.0038790502
5%,0.003243221,0.0039032433,0.0036924084,0.0042773832,0.0040166113,0.0039100885
