r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.8966229284,0.8662413153,0.8736668855,0.9048952782,0.8708283727,0.8880363166
50%,0.8632885839,0.8875246165,0.9010793494,0.8846474014,0.8461585039,0.8738272865
25%,0.873398259,0.9115554704,0.8400417788,0.8910622671,0.8545316915,0.8494566776
10%,0.869294889,0.8718336258,0.8863835783,0.8928585139,0.8372336506,0.8986580140
5%,0.916333188,0.865428579,0.8583022662,0.8581091351,0.8333565491,0.8737475495
