r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0748880982,0.077395133,0.0788172562,0.0719986489,0.0862027618,0.0796588232
50%,0.0863940769,0.0924412943,0.0793205902,0.0869449833,0.0888278234,0.0796989498
25%,0.0774087114,0.0743679205,0.0832568521,0.0814564435,0.0943642409,0.0770651728
10%,0.0792911289,0.0850469191,0.0832418,0.0816334401,0.0918573763,0.0821936191
5%,0.0697700296,0.0873219884,0.0835157041,0.0967060775,0.0923015849,0.0912305024
