r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0006127745,0.0006312156,0.000647812,0.0005881912,0.0007051075,0.0006491316
50%,0.0007068371,0.0007571641,0.0006498931,0.0007105157,0.0007288277,0.0006501507
25%,0.0006289831,0.000607934,0.0006812589,0.0006710054,0.0007738963,0.0006300944
10%,0.000644387,0.0006974405,0.0006796212,0.0006702997,0.000752256,0.0006701063
5%,0.000569223,0.0007152646,0.0006837386,0.0007917849,0.0007551456,0.0007470756
