Feature,Importance
INF_r1,0.13529536034862738
INF_sd,0.10336663730249356
INF_avg,0.08154742759971052
INC_r1,0.07750494747639053
IND_avg,0.06607693435151923
INC_avg,0.0654457561461913
INC_sk,0.05279788193995652
IND_sd,0.04911556581532881
SUP_avg,0.04407910701626847
SUP_sd,0.04164556966611348
INF_kr,0.036033769500984324
INC_sd,0.03548639072098741
SUP_sk,0.034626836206109186
IND_kr,0.0330217105070096
INC_kr,0.03275530161705701
IND_r1,0.02663575988512352
SUP_r1,0.023243919275460406
SUP_kr,0.022354780288826946
IND_sk,0.021869841744230897
INF_sk,0.017096502591610854
