Feature,Importance
INF_sd,0.14297977989150445
INF_avg,0.08251637042481491
INC_sd,0.08162069061748385
IND_sd,0.07517443604813578
SUP_r1,0.07244781818909908
INF_sk,0.06733657034486684
SUP_sd,0.06465743878470721
IND_avg,0.05304743225945889
INC_avg,0.052150278078883526
INC_sk,0.037390033081665545
IND_kr,0.03705881253447833
INC_kr,0.03198497657926617
SUP_avg,0.030781368538070758
INC_r1,0.028688341887655268
SUP_sk,0.027827282424777104
IND_r1,0.02528876518881602
INF_kr,0.023870075622904
INF_r1,0.02330038646261447
SUP_kr,0.021908191500783443
IND_sk,0.019970951540014426
