Feature,Importance
SUP_avg,0.13479753620790574
SUP_kr,0.09185272650545141
SUP_sd,0.08322219307597026
INC_avg,0.07250405758998121
INF_avg,0.06363000674290552
SUP_r1,0.05957088359147767
INC_sd,0.05280112398652193
INF_r1,0.05261732550230789
INF_sd,0.046602042137139504
IND_r1,0.039573735256538775
IND_kr,0.038124776878085895
INC_sk,0.035848089565005646
INF_sk,0.03333964094785766
IND_avg,0.03320662383355484
SUP_sk,0.030002242137063758
IND_sk,0.02998052326590126
INC_kr,0.02818859530879135
INF_kr,0.027671941879926717
INC_r1,0.027079130756542846
IND_sd,0.019386804831070095
