Feature,Importance
INC_sd,0.24769501429018498
INF_avg,0.12102420146090655
INC_avg,0.11416063697832518
SUP_sd,0.10964176964373216
INF_sd,0.06886605667751587
IND_avg,0.042876692620894066
SUP_avg,0.03787001847067039
SUP_sk,0.03388299464674186
INF_kr,0.028764653294336102
INC_r1,0.024732059199913742
SUP_kr,0.02372948184117076
INF_sk,0.023551269483763758
IND_sk,0.01847030027680457
INC_sk,0.017037048219336156
INC_kr,0.015162886929194118
SUP_r1,0.015004795475965367
IND_r1,0.01497784386875456
IND_sd,0.014775383119739527
IND_kr,0.014674914750675078
INF_r1,0.013101978751375323
