Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 22500 | GridSize: 281
Generation 2 | Revalues: 26120 | GridSize: 278
Generation 3 | Revalues: 30330 | GridSize: 299
Generation 4 | Revalues: 32310 | GridSize: 300
Generation 5 | Revalues: 34650 | GridSize: 299
Generation 6 | Revalues: 37390 | GridSize: 290
Generation 7 | Revalues: 40980 | GridSize: 295
Generation 8 | Revalues: 42690 | GridSize: 300
Generation 9 | Revalues: 44780 | GridSize: 298
Generation 10 | Revalues: 46910 | GridSize: 299
Generation 11 | Revalues: 48220 | GridSize: 300
Generation 12 | Revalues: 50320 | GridSize: 300
Generation 13 | Revalues: 52060 | GridSize: 300
Generation 14 | Revalues: 53570 | GridSize: 298
Generation 15 | Revalues: 55250 | GridSize: 299
Generation 16 | Revalues: 56590 | GridSize: 298
Generation 17 | Revalues: 57820 | GridSize: 300
Generation 18 | Revalues: 59080 | GridSize: 296
Generation 19 | Revalues: 60220 | GridSize: 299
Generation 20 | Revalues: 61970 | GridSize: 292
Generation 21 | Revalues: 63120 | GridSize: 296
Generation 22 | Revalues: 64640 | GridSize: 298
Generation 23 | Revalues: 66030 | GridSize: 298
Generation 24 | Revalues: 67210 | GridSize: 300
Generation 25 | Revalues: 68260 | GridSize: 300
Generation 26 | Revalues: 69830 | GridSize: 300
Generation 27 | Revalues: 71060 | GridSize: 299
Generation 28 | Revalues: 72220 | GridSize: 299
Generation 29 | Revalues: 73290 | GridSize: 299
Generation 30 | Revalues: 74480 | GridSize: 300
Generation 31 | Revalues: 75660 | GridSize: 300
Generation 32 | Revalues: 76770 | GridSize: 297
Generation 33 | Revalues: 77890 | GridSize: 297
Generation 34 | Revalues: 79200 | GridSize: 294
Generation 35 | Revalues: 80240 | GridSize: 300
Generation 36 | Revalues: 81380 | GridSize: 300
Generation 37 | Revalues: 82450 | GridSize: 297
Generation 38 | Revalues: 83600 | GridSize: 298
Generation 39 | Revalues: 84930 | GridSize: 299
Generation 40 | Revalues: 86030 | GridSize: 299
Generation 41 | Revalues: 87220 | GridSize: 300
Generation 42 | Revalues: 88430 | GridSize: 300
Generation 43 | Revalues: 89580 | GridSize: 300
Generation 44 | Revalues: 90590 | GridSize: 299
Generation 45 | Revalues: 91740 | GridSize: 300
Generation 46 | Revalues: 92800 | GridSize: 300
Generation 47 | Revalues: 94070 | GridSize: 300
Generation 48 | Revalues: 95350 | GridSize: 300
Generation 49 | Revalues: 96470 | GridSize: 300
Generation 50 | Revalues: 97710 | GridSize: 300
Generation 51 | Revalues: 98710 | GridSize: 300
Generation 52 | Revalues: 100030 | GridSize: 300
Generation 53 | Revalues: 101070 | GridSize: 300
Generation 54 | Revalues: 102160 | GridSize: 300
Generation 55 | Revalues: 103200 | GridSize: 299
Generation 56 | Revalues: 104420 | GridSize: 300
Generation 57 | Revalues: 105980 | GridSize: 298
Generation 58 | Revalues: 107150 | GridSize: 300
Generation 59 | Revalues: 108260 | GridSize: 298
Generation 60 | Revalues: 109530 | GridSize: 300
Generation 61 | Revalues: 111010 | GridSize: 300
Generation 62 | Revalues: 112170 | GridSize: 300
Generation 63 | Revalues: 113380 | GridSize: 297
Generation 64 | Revalues: 114670 | GridSize: 300
Generation 65 | Revalues: 115690 | GridSize: 299
Generation 66 | Revalues: 116720 | GridSize: 300
Generation 67 | Revalues: 117880 | GridSize: 300
Generation 68 | Revalues: 119190 | GridSize: 300
Generation 69 | Revalues: 120240 | GridSize: 300
Generation 70 | Revalues: 121270 | GridSize: 300
Generation 71 | Revalues: 122560 | GridSize: 300
Generation 72 | Revalues: 123580 | GridSize: 300
Generation 73 | Revalues: 124920 | GridSize: 299
Generation 74 | Revalues: 126160 | GridSize: 299
Generation 75 | Revalues: 127200 | GridSize: 300
Generation 76 | Revalues: 128490 | GridSize: 300
Generation 77 | Revalues: 129800 | GridSize: 300
Generation 78 | Revalues: 130960 | GridSize: 299
Generation 79 | Revalues: 132230 | GridSize: 300
Generation 80 | Revalues: 133480 | GridSize: 299
Generation 81 | Revalues: 134500 | GridSize: 300
Generation 82 | Revalues: 135680 | GridSize: 296
Generation 83 | Revalues: 136880 | GridSize: 300
Generation 84 | Revalues: 137920 | GridSize: 300
Generation 85 | Revalues: 139000 | GridSize: 299
Generation 86 | Revalues: 140030 | GridSize: 300
Generation 87 | Revalues: 141040 | GridSize: 300
Generation 88 | Revalues: 142170 | GridSize: 300
Generation 89 | Revalues: 143420 | GridSize: 299
Generation 90 | Revalues: 144520 | GridSize: 298
Generation 91 | Revalues: 145600 | GridSize: 300
Generation 92 | Revalues: 146640 | GridSize: 300
Generation 93 | Revalues: 147850 | GridSize: 300
Generation 94 | Revalues: 148880 | GridSize: 300
Generation 95 | Revalues: 149990 | GridSize: 299
Generation 96 | Revalues: 151020 | GridSize: 300
Generation 97 | Revalues: 152230 | GridSize: 300
Generation 98 | Revalues: 153290 | GridSize: 300
Generation 99 | Revalues: 154410 | GridSize: 300
Generation 100 | Revalues: 155520 | GridSize: 296
Generation 101 | Revalues: 156560 | GridSize: 299
Generation 102 | Revalues: 157590 | GridSize: 299
Generation 103 | Revalues: 158680 | GridSize: 300
Generation 104 | Revalues: 159760 | GridSize: 297
Generation 105 | Revalues: 160900 | GridSize: 299
Generation 106 | Revalues: 161900 | GridSize: 300
Generation 107 | Revalues: 163110 | GridSize: 300
Generation 108 | Revalues: 164210 | GridSize: 300
Generation 109 | Revalues: 165320 | GridSize: 299
Generation 110 | Revalues: 166570 | GridSize: 299
Generation 111 | Revalues: 167610 | GridSize: 300
Generation 112 | Revalues: 168630 | GridSize: 300
Generation 113 | Revalues: 169770 | GridSize: 296
Generation 114 | Revalues: 170920 | GridSize: 300
Generation 115 | Revalues: 172030 | GridSize: 300
Generation 116 | Revalues: 173100 | GridSize: 297
Generation 117 | Revalues: 174260 | GridSize: 300
Generation 118 | Revalues: 175320 | GridSize: 300
Generation 119 | Revalues: 176400 | GridSize: 292
Generation 120 | Revalues: 177650 | GridSize: 300
Generation 121 | Revalues: 178840 | GridSize: 295
Generation 122 | Revalues: 179960 | GridSize: 300
Generation 123 | Revalues: 181190 | GridSize: 300
Generation 124 | Revalues: 182400 | GridSize: 300
Generation 125 | Revalues: 183540 | GridSize: 300
Generation 126 | Revalues: 184670 | GridSize: 296
Generation 127 | Revalues: 185780 | GridSize: 297
Generation 128 | Revalues: 186820 | GridSize: 300
