r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0020439131,0.0020128064,0.0020759215,0.0018806058,0.0019524948,0.0019101500
50%,0.001938581,0.0020498332,0.0020365402,0.0019481779,0.0019298738,0.0020366481
25%,0.0020516879,0.0019693326,0.0018589519,0.002095379,0.0019638124,0.0019791935
10%,0.0020028041,0.0019923318,0.0020454436,0.0020132214,0.0019459205,0.0020418721
5%,0.002021043,0.0020362848,0.0020599687,0.0020920521,0.0020002658,0.0019568256
