r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9976235481,0.9978018839,0.997613841,0.9979018822,0.9977101326,0.9979160699
50%,0.9977485354,0.9976815792,0.9976620666,0.9977878478,0.9978331789,0.9976236208
25%,0.9976698592,0.9977783695,0.9981862453,0.9975153459,0.9977002147,0.9977660149
10%,0.99767245,0.9978986146,0.9976997893,0.9977101457,0.9978309017,0.9975373152
5%,0.9976292896,0.9975352825,0.9976075399,0.9974891656,0.9977666171,0.9979019910
