Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,COMOLSD
3,COMOLSD
4,MOEAD
5,MOEAD
6,COMOLSD
7,MOEAD
8,COMOLSD
9,MOEAD
10,MOEAD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,COMOLSD
16,MOEAD
17,MOEAD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,MOEAD
22,MOEAD
23,COMOLSD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,MOEAD
30,COMOLSD
31,COMOLSD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,COMOLSD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,MOEAD
43,MOEAD
44,MOEAD
45,COMOLSD
46,COMOLSD
47,MOEAD
48,COMOLSD
49,COMOLSD
50,COMOLSD
51,COMOLSD
52,COMOLSD
53,MOEAD
54,MOEAD
55,MOEAD
56,COMOLSD
57,COMOLSD
58,MOEAD
59,MOEAD
60,COMOLSD
61,MOEAD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,COMOLSD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,MOEAD
73,MOEAD
74,COMOLSD
75,MOEAD
76,COMOLSD
77,MOEAD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,MOEAD
83,MOEAD
84,COMOLSD
85,MOEAD
86,MOEAD
87,MOEAD
88,COMOLSD
89,COMOLSD
90,COMOLSD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,COMOLSD
97,MOEAD
98,MOEAD
99,COMOLSD
