Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 36190 | GridSize: 300
Generation 2 | Revalues: 39450 | GridSize: 300
Generation 3 | Revalues: 42270 | GridSize: 300
Generation 4 | Revalues: 44890 | GridSize: 300
Generation 5 | Revalues: 47450 | GridSize: 300
Generation 6 | Revalues: 54080 | GridSize: 298
Generation 7 | Revalues: 56330 | GridSize: 300
Generation 8 | Revalues: 59140 | GridSize: 300
Generation 9 | Revalues: 61350 | GridSize: 298
Generation 10 | Revalues: 63150 | GridSize: 300
Generation 11 | Revalues: 66240 | GridSize: 300
Generation 12 | Revalues: 69240 | GridSize: 300
Generation 13 | Revalues: 71850 | GridSize: 300
Generation 14 | Revalues: 74590 | GridSize: 300
Generation 15 | Revalues: 76470 | GridSize: 300
Generation 16 | Revalues: 79160 | GridSize: 300
Generation 17 | Revalues: 80800 | GridSize: 300
Generation 18 | Revalues: 82610 | GridSize: 300
Generation 19 | Revalues: 84570 | GridSize: 300
Generation 20 | Revalues: 86290 | GridSize: 300
Generation 21 | Revalues: 87780 | GridSize: 300
Generation 22 | Revalues: 89670 | GridSize: 300
Generation 23 | Revalues: 91310 | GridSize: 300
Generation 24 | Revalues: 92850 | GridSize: 300
Generation 25 | Revalues: 94430 | GridSize: 300
Generation 26 | Revalues: 95830 | GridSize: 300
Generation 27 | Revalues: 97210 | GridSize: 300
Generation 28 | Revalues: 99440 | GridSize: 298
Generation 29 | Revalues: 101170 | GridSize: 300
Generation 30 | Revalues: 102410 | GridSize: 300
Generation 31 | Revalues: 103760 | GridSize: 300
Generation 32 | Revalues: 105470 | GridSize: 300
Generation 33 | Revalues: 106770 | GridSize: 300
Generation 34 | Revalues: 108160 | GridSize: 300
Generation 35 | Revalues: 109720 | GridSize: 300
Generation 36 | Revalues: 111120 | GridSize: 300
Generation 37 | Revalues: 112440 | GridSize: 300
Generation 38 | Revalues: 113760 | GridSize: 300
Generation 39 | Revalues: 114940 | GridSize: 300
Generation 40 | Revalues: 116220 | GridSize: 300
Generation 41 | Revalues: 117770 | GridSize: 300
Generation 42 | Revalues: 118980 | GridSize: 300
Generation 43 | Revalues: 120520 | GridSize: 300
Generation 44 | Revalues: 121760 | GridSize: 300
Generation 45 | Revalues: 123660 | GridSize: 300
Generation 46 | Revalues: 125100 | GridSize: 300
Generation 47 | Revalues: 126800 | GridSize: 300
Generation 48 | Revalues: 128020 | GridSize: 298
Generation 49 | Revalues: 129400 | GridSize: 299
Generation 50 | Revalues: 131180 | GridSize: 300
Generation 51 | Revalues: 132860 | GridSize: 300
Generation 52 | Revalues: 134470 | GridSize: 298
Generation 53 | Revalues: 136290 | GridSize: 300
Generation 54 | Revalues: 137740 | GridSize: 299
Generation 55 | Revalues: 139080 | GridSize: 300
Generation 56 | Revalues: 140740 | GridSize: 300
Generation 57 | Revalues: 142210 | GridSize: 300
Generation 58 | Revalues: 143680 | GridSize: 300
Generation 59 | Revalues: 145030 | GridSize: 300
Generation 60 | Revalues: 146620 | GridSize: 299
Generation 61 | Revalues: 147790 | GridSize: 300
Generation 62 | Revalues: 149090 | GridSize: 300
Generation 63 | Revalues: 150490 | GridSize: 300
Generation 64 | Revalues: 151760 | GridSize: 300
Generation 65 | Revalues: 153120 | GridSize: 300
Generation 66 | Revalues: 154770 | GridSize: 300
Generation 67 | Revalues: 156410 | GridSize: 300
Generation 68 | Revalues: 157660 | GridSize: 300
Generation 69 | Revalues: 158880 | GridSize: 300
Generation 70 | Revalues: 160070 | GridSize: 300
Generation 71 | Revalues: 161470 | GridSize: 300
Generation 72 | Revalues: 162910 | GridSize: 299
Generation 73 | Revalues: 164670 | GridSize: 300
Generation 74 | Revalues: 165830 | GridSize: 299
Generation 75 | Revalues: 167160 | GridSize: 300
Generation 76 | Revalues: 168700 | GridSize: 300
Generation 77 | Revalues: 170380 | GridSize: 300
Generation 78 | Revalues: 171530 | GridSize: 299
Generation 79 | Revalues: 172600 | GridSize: 300
Generation 80 | Revalues: 174120 | GridSize: 300
Generation 81 | Revalues: 175470 | GridSize: 299
Generation 82 | Revalues: 176900 | GridSize: 300
Generation 83 | Revalues: 178320 | GridSize: 300
Generation 84 | Revalues: 179810 | GridSize: 300
Generation 85 | Revalues: 180870 | GridSize: 300
Generation 86 | Revalues: 182380 | GridSize: 300
Generation 87 | Revalues: 183890 | GridSize: 300
Generation 88 | Revalues: 185050 | GridSize: 300
Generation 89 | Revalues: 186730 | GridSize: 300
Generation 90 | Revalues: 188130 | GridSize: 300
Generation 91 | Revalues: 189260 | GridSize: 300
Generation 92 | Revalues: 190680 | GridSize: 300
Generation 93 | Revalues: 192030 | GridSize: 300
Generation 94 | Revalues: 193240 | GridSize: 300
Generation 95 | Revalues: 194340 | GridSize: 300
Generation 96 | Revalues: 195520 | GridSize: 300
Generation 97 | Revalues: 196780 | GridSize: 300
Generation 98 | Revalues: 197900 | GridSize: 300
Generation 99 | Revalues: 199120 | GridSize: 300
Generation 100 | Revalues: 200320 | GridSize: 300
Generation 101 | Revalues: 201500 | GridSize: 300
Generation 102 | Revalues: 202940 | GridSize: 300
Generation 103 | Revalues: 204290 | GridSize: 300
Generation 104 | Revalues: 205400 | GridSize: 300
Generation 105 | Revalues: 206810 | GridSize: 300
Generation 106 | Revalues: 208000 | GridSize: 300
Generation 107 | Revalues: 209400 | GridSize: 300
Generation 108 | Revalues: 210520 | GridSize: 300
Generation 109 | Revalues: 211780 | GridSize: 300
