Feature,Importance
IND_avg,0.20835820856603993
INF_sd,0.20204226988930382
INF_avg,0.16011236178613358
INC_avg,0.05570522821249727
SUP_sd,0.05211663356696875
INC_r1,0.05190292054631452
INF_sk,0.04826404871170877
IND_kr,0.04362908685073329
INC_sd,0.03566608590680777
SUP_kr,0.023963576398740857
IND_sk,0.022499815956290723
INF_r1,0.019871053878517855
IND_sd,0.018176366883720797
SUP_sk,0.015362458387817617
INC_kr,0.011504423756396279
SUP_avg,0.010934129434053927
SUP_r1,0.009839685042728356
INC_sk,0.0045109268611733385
INF_kr,0.003093213843471859
IND_r1,0.0024475055205808198
