Feature,Importance
SUP_avg,0.26994945273328147
INF_sk,0.1436375854231247
INF_avg,0.1252189362157404
IND_sd,0.08891586877138778
SUP_r1,0.05566161338023205
INC_kr,0.03692528855326159
SUP_sd,0.03667966641790154
INC_sd,0.032074526325063
INC_r1,0.03111778072561135
IND_kr,0.02814431301856784
INF_r1,0.027513768316404837
INC_avg,0.027163939040505625
IND_sk,0.02679242082958725
INF_sd,0.018499138740464653
INC_sk,0.017598310466190318
INF_kr,0.012471217516778819
SUP_sk,0.010354545621838504
IND_r1,0.0043624526093200946
IND_avg,0.0041245303910054315
SUP_kr,0.0027946449037327954
