Feature,Importance
IND_r1,0.1655302338645224
INC_sd,0.15833131763360658
INF_sk,0.09666843817029068
INC_avg,0.09544463701148242
IND_avg,0.08858717257539564
INF_avg,0.07237410717522241
IND_kr,0.0590546356874658
INF_kr,0.05151021634830024
INC_r1,0.050036641477774035
INF_sd,0.038114173351215794
SUP_sd,0.02246818612844893
SUP_sk,0.019673328900092327
IND_sd,0.015936365486902703
INC_kr,0.013832407457720637
INF_r1,0.012739321576871781
SUP_kr,0.011033079759864587
INC_sk,0.009680027377850243
SUP_avg,0.007414013203009369
SUP_r1,0.00696026899777143
IND_sk,0.004611427816192098
