Feature,Importance
SUP_r1,0.20644784119597692
INC_avg,0.13442342674504443
IND_r1,0.1106597744020853
SUP_sd,0.09448275650606698
SUP_avg,0.09336012190069112
INF_avg,0.0691039853340245
IND_sd,0.05015983325860352
INF_r1,0.04886924720277412
INC_sd,0.0371637785962596
INF_sd,0.03607576680716787
INC_r1,0.028458642687075666
IND_kr,0.020658700520196308
IND_avg,0.017692260359067943
INF_sk,0.01753724231877806
INF_kr,0.0099912036298656
IND_sk,0.006516441771961558
INC_sk,0.005740664879639415
SUP_sk,0.005443638705176605
SUP_kr,0.0038741396482774894
INC_kr,0.0033405335312669563
