Feature,Importance
IND_avg,0.14514148245904032
IND_sd,0.14143885515933954
INC_r1,0.11087437690734273
INC_sd,0.10658205385010171
INF_sd,0.08668885569058972
SUP_avg,0.07053573308427165
INF_r1,0.06347192139732653
INC_avg,0.055568861321927655
SUP_r1,0.04993821071275892
INC_sk,0.03455409907187779
IND_sk,0.024904110449304132
SUP_sd,0.023225883471112083
SUP_kr,0.016943191790407094
IND_kr,0.016388376229548134
INC_kr,0.01629168189704744
IND_r1,0.010193157833850169
INF_avg,0.008305245455461864
INF_sk,0.007394556463200022
INF_kr,0.006598620277208821
SUP_sk,0.004960726478283709
