Feature,Importance
INF_kr,0.13604526692369337
INF_sk,0.12826142639999755
SUP_avg,0.11680689167267878
INF_avg,0.08745818720513206
IND_kr,0.08328442968947966
INF_sd,0.06979613347325912
IND_avg,0.06686499953585573
IND_r1,0.06501615750541319
INC_avg,0.04895990506241893
INC_sd,0.04249730309190947
INC_kr,0.031179851779327087
SUP_sd,0.029988840349580218
INC_r1,0.02286250294088058
SUP_sk,0.014593966555834661
INF_r1,0.013835659850167872
SUP_r1,0.012364870739062967
INC_sk,0.009514292884159356
SUP_kr,0.008233919751212532
IND_sd,0.006364766511314171
IND_sk,0.0060706280786227565
