Feature,Importance
INF_sd,0.13435578647938762
IND_sd,0.11986602678434155
INC_sd,0.10730267939103813
INC_sk,0.10638884862717654
INC_avg,0.07315291778189528
SUP_r1,0.0729923827059509
IND_kr,0.06293904224863811
INC_r1,0.05974422459349205
IND_avg,0.049406607459817814
IND_sk,0.03667413328177405
INF_sk,0.032439875367306165
INF_avg,0.031126906893208142
INC_kr,0.025012559167143383
IND_r1,0.019639856411150805
SUP_kr,0.01507421426701666
INF_r1,0.01162668006191837
SUP_sk,0.01160566959491437
SUP_avg,0.010380575670864414
INF_kr,0.010238054531276533
SUP_sd,0.010032958681689004
