Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 34830 | GridSize: 300
Generation 2 | Revalues: 43330 | GridSize: 300
Generation 3 | Revalues: 46250 | GridSize: 300
Generation 4 | Revalues: 51150 | GridSize: 299
Generation 5 | Revalues: 53490 | GridSize: 300
Generation 6 | Revalues: 55300 | GridSize: 299
Generation 7 | Revalues: 57430 | GridSize: 300
Generation 8 | Revalues: 60850 | GridSize: 298
Generation 9 | Revalues: 62930 | GridSize: 300
Generation 10 | Revalues: 64600 | GridSize: 300
Generation 11 | Revalues: 66990 | GridSize: 300
Generation 12 | Revalues: 68580 | GridSize: 300
Generation 13 | Revalues: 71180 | GridSize: 300
Generation 14 | Revalues: 73240 | GridSize: 299
Generation 15 | Revalues: 75310 | GridSize: 300
Generation 16 | Revalues: 77210 | GridSize: 300
Generation 17 | Revalues: 78550 | GridSize: 299
Generation 18 | Revalues: 80330 | GridSize: 300
Generation 19 | Revalues: 82360 | GridSize: 300
Generation 20 | Revalues: 84210 | GridSize: 299
Generation 21 | Revalues: 85600 | GridSize: 300
Generation 22 | Revalues: 87290 | GridSize: 300
Generation 23 | Revalues: 88790 | GridSize: 300
Generation 24 | Revalues: 90210 | GridSize: 299
Generation 25 | Revalues: 91900 | GridSize: 293
Generation 26 | Revalues: 93370 | GridSize: 300
Generation 27 | Revalues: 94760 | GridSize: 300
Generation 28 | Revalues: 96090 | GridSize: 297
Generation 29 | Revalues: 97270 | GridSize: 300
Generation 30 | Revalues: 98630 | GridSize: 300
Generation 31 | Revalues: 99840 | GridSize: 300
Generation 32 | Revalues: 101270 | GridSize: 300
Generation 33 | Revalues: 102550 | GridSize: 299
Generation 34 | Revalues: 104000 | GridSize: 300
Generation 35 | Revalues: 105680 | GridSize: 297
Generation 36 | Revalues: 107060 | GridSize: 300
Generation 37 | Revalues: 108830 | GridSize: 300
Generation 38 | Revalues: 110250 | GridSize: 300
Generation 39 | Revalues: 111510 | GridSize: 299
Generation 40 | Revalues: 112940 | GridSize: 300
Generation 41 | Revalues: 114300 | GridSize: 300
Generation 42 | Revalues: 115600 | GridSize: 300
Generation 43 | Revalues: 117040 | GridSize: 300
Generation 44 | Revalues: 118500 | GridSize: 300
Generation 45 | Revalues: 119970 | GridSize: 300
