Instance,SBS_Prediction
71,0.8180762174030002
129,0.7265009920775003
22,0.7110969385731002
183,0.8761598798554536
429,0.8005487472598499
64,0.8031532661022497
481,0.8041837932553498
241,0.7998164988309
281,0.7901471710427499
84,0.7933708406270001
161,0.8036555273603497
103,0.81073753755135
209,0.8188677157693998
206,0.7896587774412502
244,0.7965476621312001
336,0.7991375057346002
331,0.7916291154915998
0,0.8052675381004504
261,0.8115280204213497
504,0.7967981325447995
407,0.8019084385741999
440,0.8165149943155505
230,0.7926258279887505
430,0.7858317038283501
A,0.7946546863132
357,0.7937421307898999
202,0.78881046078275
345,0.7999565269392497
232,0.8002774086850498
127,0.8097499982004998
20,0.8070739722437499
387,0.8076356982413999
67,0.8091012753271001
502,0.80031517669975
94,0.8081587845232501
74,0.8094918902330499
23,0.7941027306515501
156,0.8052679973621499
394,0.7959202859193
121,0.7911157768124001
242,0.8019435722421
80,0.7892229615091
11,0.7935263213399497
59,0.8017655724950505
179,0.7988815206015002
427,0.7975137803107999
340,0.8049447049034001
137,0.7966472737965
366,0.80377178571405
322,0.8045792365293498
81,0.8032311927958
237,0.7891716470916501
69,0.7888471796865499
239,0.8022878435457002
497,0.7919413673863005
