Fold,SBS_Best_Models
0,COMOLSD
1,COMOLSD
2,MOEAD
3,COMOLSD
4,MOEAD
5,COMOLSD
6,MOEAD
7,MOEAD
8,MOEAD
9,MOEAD
10,MOEAD
11,COMOLSD
12,MOEAD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,COMOLSD
22,MOEAD
23,COMOLSD
24,COMOLSD
25,MOEAD
26,COMOLSD
27,MOEAD
28,MOEAD
29,MOEAD
30,COMOLSD
31,MOEAD
32,COMOLSD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,MOEAD
38,MOEAD
39,MOEAD
40,MOEAD
41,COMOLSD
42,COMOLSD
43,MOEAD
44,COMOLSD
45,COMOLSD
46,COMOLSD
47,COMOLSD
48,MOEAD
49,COMOLSD
50,COMOLSD
51,MOEAD
52,MOEAD
53,COMOLSD
54,COMOLSD
55,MOEAD
56,COMOLSD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,COMOLSD
61,COMOLSD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,MOEAD
67,COMOLSD
68,MOEAD
69,COMOLSD
70,MOEAD
71,COMOLSD
72,COMOLSD
73,MOEAD
74,COMOLSD
75,COMOLSD
76,COMOLSD
77,MOEAD
78,MOEAD
79,COMOLSD
80,COMOLSD
81,COMOLSD
82,MOEAD
83,MOEAD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,MOEAD
88,MOEAD
89,COMOLSD
90,MOEAD
91,COMOLSD
92,COMOLSD
93,COMOLSD
94,COMOLSD
95,MOEAD
96,MOEAD
97,COMOLSD
98,MOEAD
99,COMOLSD
