r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,1.72628e-05,1.56468e-05,1.35963e-05,1.50512e-05,1.47161e-05,0.0000134913
50%,1.65451e-05,1.32553e-05,1.43827e-05,1.43756e-05,1.18494e-05,0.0000157542
25%,1.88863e-05,1.55374e-05,1.52142e-05,1.53582e-05,1.69886e-05,0.0000142258
10%,1.38371e-05,1.31462e-05,1.28919e-05,1.5707e-05,1.3649e-05,0.0000138236
5%,1.22267e-05,1.44273e-05,1.57532e-05,1.17895e-05,1.65295e-05,0.0000164983
