r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.004154849,0.0039556004,0.0036873224,0.0038795902,0.0038361539,0.0036730448
50%,0.0040675703,0.0036407822,0.0037924497,0.0037915198,0.0034422934,0.0039691527
25%,0.0043458376,0.0039417564,0.0039005332,0.0039189547,0.0041217276,0.0037717112
10%,0.0037198291,0.0036257623,0.0035905347,0.0039632117,0.0036944586,0.0037180090
5%,0.0034966708,0.0037983297,0.0039690262,0.0034335845,0.0040656432,0.0040618144
