r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.085266897,0.0807689557,0.0857699208,0.081543088,0.0902130009,0.0787647124
50%,0.0885182118,0.083104706,0.0857024833,0.0865769631,0.0881762953,0.0802343785
25%,0.082913154,0.0895455383,0.0894000404,0.0985941004,0.104911572,0.0777368488
10%,0.080311781,0.0825886359,0.0859291415,0.0951277146,0.0942777165,0.0779158560
5%,0.0720560265,0.0912160204,0.1024326301,0.090557159,0.1076851342,0.0969564044
