r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.8689374282,0.8535047575,0.897987454,0.860138,0.8695005784,0.8820942836
50%,0.8128396703,0.8855501907,0.8417288306,0.893477024,0.9137022292,0.8886643993
25%,0.7477946908,0.8513483084,0.8731066234,0.8607813741,0.8570360747,0.8564541777
10%,0.8747679623,0.8799165874,0.9016243527,0.8572883667,0.8753647987,0.9098321993
5%,0.8691245259,0.8400724843,0.8814226883,0.863827107,0.8447451746,0.8498125171
