Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk
142,0.2800000000,0.0438178046,0.3913043478,1.5625000000,0.1141088661,0.4000000000,0.0903327183,0.7424242424,1.3465974625,0.0651187416,0.3200000000,0.0565685425,0.8000000000,2.2625000000,-0.7954951288,0.3200000000,0.0565685425,0.8000000000,2.2625000000,-0.7954951288
