Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 39780 | GridSize: 298
Generation 2 | Revalues: 45360 | GridSize: 300
Generation 3 | Revalues: 51480 | GridSize: 300
Generation 4 | Revalues: 55750 | GridSize: 300
Generation 5 | Revalues: 58360 | GridSize: 300
Generation 6 | Revalues: 62170 | GridSize: 300
Generation 7 | Revalues: 64830 | GridSize: 300
Generation 8 | Revalues: 68600 | GridSize: 300
Generation 9 | Revalues: 70290 | GridSize: 300
Generation 10 | Revalues: 72830 | GridSize: 298
Generation 11 | Revalues: 75190 | GridSize: 300
Generation 12 | Revalues: 78800 | GridSize: 300
Generation 13 | Revalues: 81010 | GridSize: 300
Generation 14 | Revalues: 83090 | GridSize: 300
Generation 15 | Revalues: 85060 | GridSize: 300
Generation 16 | Revalues: 87240 | GridSize: 300
Generation 17 | Revalues: 89150 | GridSize: 300
Generation 18 | Revalues: 90670 | GridSize: 300
Generation 19 | Revalues: 92650 | GridSize: 300
Generation 20 | Revalues: 95240 | GridSize: 300
Generation 21 | Revalues: 96710 | GridSize: 300
Generation 22 | Revalues: 98320 | GridSize: 300
Generation 23 | Revalues: 99750 | GridSize: 300
Generation 24 | Revalues: 101060 | GridSize: 300
Generation 25 | Revalues: 102640 | GridSize: 300
Generation 26 | Revalues: 104190 | GridSize: 300
Generation 27 | Revalues: 106370 | GridSize: 300
Generation 28 | Revalues: 108280 | GridSize: 300
Generation 29 | Revalues: 110170 | GridSize: 300
Generation 30 | Revalues: 111600 | GridSize: 300
Generation 31 | Revalues: 113600 | GridSize: 300
Generation 32 | Revalues: 114920 | GridSize: 299
Generation 33 | Revalues: 116270 | GridSize: 300
Generation 34 | Revalues: 117940 | GridSize: 300
Generation 35 | Revalues: 119560 | GridSize: 300
Generation 36 | Revalues: 121000 | GridSize: 299
Generation 37 | Revalues: 122240 | GridSize: 300
Generation 38 | Revalues: 124120 | GridSize: 300
Generation 39 | Revalues: 125660 | GridSize: 300
Generation 40 | Revalues: 127260 | GridSize: 300
Generation 41 | Revalues: 128400 | GridSize: 300
Generation 42 | Revalues: 129930 | GridSize: 300
Generation 43 | Revalues: 131460 | GridSize: 300
Generation 44 | Revalues: 133020 | GridSize: 297
Generation 45 | Revalues: 134460 | GridSize: 300
Generation 46 | Revalues: 135980 | GridSize: 300
Generation 47 | Revalues: 137660 | GridSize: 300
Generation 48 | Revalues: 138990 | GridSize: 300
Generation 49 | Revalues: 140230 | GridSize: 300
Generation 50 | Revalues: 141770 | GridSize: 300
Generation 51 | Revalues: 143080 | GridSize: 300
Generation 52 | Revalues: 144630 | GridSize: 300
Generation 53 | Revalues: 146460 | GridSize: 300
Generation 54 | Revalues: 148120 | GridSize: 300
Generation 55 | Revalues: 149780 | GridSize: 300
Generation 56 | Revalues: 150970 | GridSize: 299
Generation 57 | Revalues: 152150 | GridSize: 298
Generation 58 | Revalues: 153320 | GridSize: 300
Generation 59 | Revalues: 154700 | GridSize: 300
Generation 60 | Revalues: 155840 | GridSize: 300
Generation 61 | Revalues: 157120 | GridSize: 300
Generation 62 | Revalues: 158420 | GridSize: 300
Generation 63 | Revalues: 159890 | GridSize: 300
Generation 64 | Revalues: 161490 | GridSize: 300
Generation 65 | Revalues: 162870 | GridSize: 300
Generation 66 | Revalues: 164080 | GridSize: 300
Generation 67 | Revalues: 165230 | GridSize: 300
Generation 68 | Revalues: 166570 | GridSize: 299
Generation 69 | Revalues: 167840 | GridSize: 300
Generation 70 | Revalues: 169300 | GridSize: 300
Generation 71 | Revalues: 170350 | GridSize: 300
Generation 72 | Revalues: 171630 | GridSize: 300
Generation 73 | Revalues: 172920 | GridSize: 300
Generation 74 | Revalues: 174270 | GridSize: 300
Generation 75 | Revalues: 175570 | GridSize: 299
Generation 76 | Revalues: 176640 | GridSize: 300
Generation 77 | Revalues: 177930 | GridSize: 300
Generation 78 | Revalues: 179440 | GridSize: 298
Generation 79 | Revalues: 180580 | GridSize: 300
Generation 80 | Revalues: 181830 | GridSize: 300
Generation 81 | Revalues: 183400 | GridSize: 300
Generation 82 | Revalues: 185010 | GridSize: 300
Generation 83 | Revalues: 186460 | GridSize: 300
Generation 84 | Revalues: 187750 | GridSize: 298
Generation 85 | Revalues: 188930 | GridSize: 300
Generation 86 | Revalues: 190120 | GridSize: 300
Generation 87 | Revalues: 191270 | GridSize: 300
Generation 88 | Revalues: 192550 | GridSize: 300
Generation 89 | Revalues: 193700 | GridSize: 300
Generation 90 | Revalues: 195270 | GridSize: 300
Generation 91 | Revalues: 196520 | GridSize: 300
Generation 92 | Revalues: 197730 | GridSize: 300
Generation 93 | Revalues: 198920 | GridSize: 300
Generation 94 | Revalues: 200200 | GridSize: 300
Generation 95 | Revalues: 201420 | GridSize: 300
Generation 96 | Revalues: 202540 | GridSize: 300
Generation 97 | Revalues: 203730 | GridSize: 300
Generation 98 | Revalues: 204890 | GridSize: 299
Generation 99 | Revalues: 206030 | GridSize: 300
Generation 100 | Revalues: 207190 | GridSize: 300
Generation 101 | Revalues: 208380 | GridSize: 300
Generation 102 | Revalues: 209530 | GridSize: 300
Generation 103 | Revalues: 210730 | GridSize: 300
Generation 104 | Revalues: 211850 | GridSize: 300
Generation 105 | Revalues: 212960 | GridSize: 300
Generation 106 | Revalues: 214610 | GridSize: 300
Generation 107 | Revalues: 215830 | GridSize: 300
Generation 108 | Revalues: 216870 | GridSize: 300
Generation 109 | Revalues: 218330 | GridSize: 300
Generation 110 | Revalues: 219480 | GridSize: 300
Generation 111 | Revalues: 220960 | GridSize: 299
Generation 112 | Revalues: 222040 | GridSize: 300
Generation 113 | Revalues: 223410 | GridSize: 300
Generation 114 | Revalues: 224580 | GridSize: 300
Generation 115 | Revalues: 225730 | GridSize: 300
Generation 116 | Revalues: 226950 | GridSize: 300
Generation 117 | Revalues: 228390 | GridSize: 300
Generation 118 | Revalues: 229820 | GridSize: 300
Generation 119 | Revalues: 231230 | GridSize: 300
Generation 120 | Revalues: 232390 | GridSize: 300
Generation 121 | Revalues: 233750 | GridSize: 300
Generation 122 | Revalues: 235220 | GridSize: 300
Generation 123 | Revalues: 236450 | GridSize: 300
Generation 124 | Revalues: 237770 | GridSize: 300
Generation 125 | Revalues: 239020 | GridSize: 300
Generation 126 | Revalues: 240230 | GridSize: 300
Generation 127 | Revalues: 241430 | GridSize: 300
Generation 128 | Revalues: 242590 | GridSize: 300
Generation 129 | Revalues: 244040 | GridSize: 300
Generation 130 | Revalues: 245170 | GridSize: 300
Generation 131 | Revalues: 246450 | GridSize: 300
Generation 132 | Revalues: 247680 | GridSize: 300
Generation 133 | Revalues: 248930 | GridSize: 300
Generation 134 | Revalues: 250060 | GridSize: 300
Generation 135 | Revalues: 251350 | GridSize: 300
Generation 136 | Revalues: 252490 | GridSize: 299
Generation 137 | Revalues: 253660 | GridSize: 300
Generation 138 | Revalues: 254730 | GridSize: 300
Generation 139 | Revalues: 256330 | GridSize: 300
Generation 140 | Revalues: 257520 | GridSize: 300
Generation 141 | Revalues: 258680 | GridSize: 300
Generation 142 | Revalues: 259880 | GridSize: 300
Generation 143 | Revalues: 261060 | GridSize: 300
Generation 144 | Revalues: 262360 | GridSize: 300
Generation 145 | Revalues: 263540 | GridSize: 300
Generation 146 | Revalues: 264900 | GridSize: 299
Generation 147 | Revalues: 266100 | GridSize: 299
Generation 148 | Revalues: 267250 | GridSize: 300
Generation 149 | Revalues: 268310 | GridSize: 300
Generation 150 | Revalues: 269540 | GridSize: 300
Generation 151 | Revalues: 270600 | GridSize: 300
Generation 152 | Revalues: 272050 | GridSize: 300
Generation 153 | Revalues: 273140 | GridSize: 300
Generation 154 | Revalues: 274310 | GridSize: 300
Generation 155 | Revalues: 275620 | GridSize: 300
Generation 156 | Revalues: 276700 | GridSize: 299
Generation 157 | Revalues: 278000 | GridSize: 300
Generation 158 | Revalues: 279190 | GridSize: 300
Generation 159 | Revalues: 280630 | GridSize: 300
Generation 160 | Revalues: 282080 | GridSize: 300
Generation 161 | Revalues: 283360 | GridSize: 300
Generation 162 | Revalues: 284810 | GridSize: 297
Generation 163 | Revalues: 285930 | GridSize: 300
Generation 164 | Revalues: 287080 | GridSize: 300
Generation 165 | Revalues: 288300 | GridSize: 300
Generation 166 | Revalues: 289390 | GridSize: 300
Generation 167 | Revalues: 290590 | GridSize: 300
Generation 168 | Revalues: 291730 | GridSize: 300
Generation 169 | Revalues: 292870 | GridSize: 300
Generation 170 | Revalues: 294070 | GridSize: 300
Generation 171 | Revalues: 295690 | GridSize: 300
Generation 172 | Revalues: 296970 | GridSize: 300
Generation 173 | Revalues: 298000 | GridSize: 300
Generation 174 | Revalues: 299470 | GridSize: 300
Generation 175 | Revalues: 300810 | GridSize: 300
Generation 176 | Revalues: 301860 | GridSize: 300
Generation 177 | Revalues: 303070 | GridSize: 300
Generation 178 | Revalues: 304260 | GridSize: 300
Generation 179 | Revalues: 305690 | GridSize: 300
Generation 180 | Revalues: 307010 | GridSize: 300
Generation 181 | Revalues: 308360 | GridSize: 300
Generation 182 | Revalues: 309600 | GridSize: 300
Generation 183 | Revalues: 310770 | GridSize: 300
Generation 184 | Revalues: 311970 | GridSize: 299
Generation 185 | Revalues: 313340 | GridSize: 300
Generation 186 | Revalues: 314520 | GridSize: 300
Generation 187 | Revalues: 315670 | GridSize: 300
Generation 188 | Revalues: 316930 | GridSize: 300
Generation 189 | Revalues: 318050 | GridSize: 300
Generation 190 | Revalues: 319230 | GridSize: 300
Generation 191 | Revalues: 320280 | GridSize: 300
Generation 192 | Revalues: 321490 | GridSize: 300
Generation 193 | Revalues: 322770 | GridSize: 299
Generation 194 | Revalues: 323990 | GridSize: 300
Generation 195 | Revalues: 325210 | GridSize: 300
Generation 196 | Revalues: 326410 | GridSize: 299
Generation 197 | Revalues: 327520 | GridSize: 300
Generation 198 | Revalues: 328860 | GridSize: 300
Generation 199 | Revalues: 329990 | GridSize: 300
Generation 200 | Revalues: 331220 | GridSize: 300
Generation 201 | Revalues: 332330 | GridSize: 300
Generation 202 | Revalues: 333540 | GridSize: 300
Generation 203 | Revalues: 334640 | GridSize: 300
Generation 204 | Revalues: 335980 | GridSize: 300
Generation 205 | Revalues: 337250 | GridSize: 300
Generation 206 | Revalues: 338350 | GridSize: 300
Generation 207 | Revalues: 339700 | GridSize: 300
Generation 208 | Revalues: 341030 | GridSize: 300
Generation 209 | Revalues: 342200 | GridSize: 300
Generation 210 | Revalues: 343360 | GridSize: 300
Generation 211 | Revalues: 344630 | GridSize: 300
Generation 212 | Revalues: 345730 | GridSize: 300
Generation 213 | Revalues: 346930 | GridSize: 300
Generation 214 | Revalues: 348200 | GridSize: 300
Generation 215 | Revalues: 349350 | GridSize: 300
Generation 216 | Revalues: 350600 | GridSize: 300
Generation 217 | Revalues: 351930 | GridSize: 300
Generation 218 | Revalues: 353010 | GridSize: 300
Generation 219 | Revalues: 354080 | GridSize: 300
Generation 220 | Revalues: 355420 | GridSize: 300
Generation 221 | Revalues: 356610 | GridSize: 300
Generation 222 | Revalues: 357760 | GridSize: 300
Generation 223 | Revalues: 358910 | GridSize: 300
Generation 224 | Revalues: 360110 | GridSize: 300
Generation 225 | Revalues: 361250 | GridSize: 300
Generation 226 | Revalues: 362370 | GridSize: 300
Generation 227 | Revalues: 363430 | GridSize: 300
Generation 228 | Revalues: 364690 | GridSize: 300
Generation 229 | Revalues: 366020 | GridSize: 300
Generation 230 | Revalues: 367120 | GridSize: 300
Generation 231 | Revalues: 368350 | GridSize: 300
Generation 232 | Revalues: 369440 | GridSize: 300
Generation 233 | Revalues: 370630 | GridSize: 300
Generation 234 | Revalues: 371680 | GridSize: 300
Generation 235 | Revalues: 372860 | GridSize: 300
Generation 236 | Revalues: 374060 | GridSize: 300
Generation 237 | Revalues: 375200 | GridSize: 300
Generation 238 | Revalues: 376460 | GridSize: 300
Generation 239 | Revalues: 377490 | GridSize: 300
Generation 240 | Revalues: 378680 | GridSize: 300
Generation 241 | Revalues: 379830 | GridSize: 299
Generation 242 | Revalues: 380900 | GridSize: 300
Generation 243 | Revalues: 382080 | GridSize: 300
Generation 244 | Revalues: 383150 | GridSize: 300
Generation 245 | Revalues: 384210 | GridSize: 300
Generation 246 | Revalues: 385430 | GridSize: 299
Generation 247 | Revalues: 386550 | GridSize: 300
Generation 248 | Revalues: 387610 | GridSize: 300
Generation 249 | Revalues: 388700 | GridSize: 300
