r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0006432683,0.0006743046,0.000653132,0.0006325139,0.0006776237,0.0005940248
50%,0.0006339595,0.0006723378,0.0006037165,0.0006797545,0.0006852317,0.0006015942
25%,0.0006538126,0.0007023358,0.0006484102,0.0006898777,0.0007643364,0.0006221917
10%,0.0006156135,0.0006816911,0.0006766588,0.0007010727,0.000626783,0.0006256742
5%,0.0006555809,0.0007285577,0.0007097457,0.0007252752,0.0006785042,0.0006565756
