r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9974176035,0.9978805309,0.9977080465,0.9978856251,0.9976413774,0.9976894763
50%,0.9978164783,0.9976809959,0.9980301062,0.9977748151,0.9977534685,0.9975851457
25%,0.9978087645,0.9980156109,0.9981230808,0.9978707518,0.9976926278,0.9975743208
10%,0.9977415009,0.9977407896,0.9977965964,0.9975636322,0.9981197111,0.9979866845
5%,0.9978352821,0.9977269204,0.9978824696,0.9977328643,0.9977776406,0.9979110099
