r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,4.3668e-06,3.7276e-06,4.1382e-06,3.4972e-06,4.0182e-06,0.0000041063
50%,4.0482e-06,4.1089e-06,3.7029e-06,4.0742e-06,3.8473e-06,0.0000042049
25%,3.8478e-06,3.6913e-06,3.5967e-06,3.8431e-06,4.0477e-06,0.0000039795
10%,3.8882e-06,4.0402e-06,3.9504e-06,4.209e-06,3.3515e-06,0.0000036851
5%,3.9304e-06,4.109e-06,3.9677e-06,4.0608e-06,3.8858e-06,0.0000036045
