r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.002089689,0.0019307101,0.0020342603,0.001870077,0.0020045532,0.0020264071
50%,0.002012018,0.0020270426,0.0019242937,0.0020184761,0.0019614526,0.0020505916
25%,0.0019615691,0.0019212716,0.0018965024,0.0019603835,0.0020118981,0.0019948646
10%,0.001971858,0.0020100294,0.0019875715,0.0020515728,0.0018306979,0.0019196713
5%,0.0019825273,0.002027074,0.001991906,0.0020151513,0.0019712388,0.0018985396
