r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.8266873821,0.76957395,0.8937930113,0.8654630653,0.8694119448,0.8567349212
50%,0.849422491,0.8270360652,0.8460049661,0.8641302619,0.8873419924,0.8721413972
25%,0.8949098333,0.8954736641,0.8781960968,0.9004397687,0.8209027747,0.8547710668
10%,0.8165781118,0.8449429484,0.7864277279,0.8745649074,0.9029480699,0.8624166036
5%,0.9261720921,0.9021546881,0.8477809437,0.8669504062,0.8727838798,0.9151524799
