r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0039353214,0.0044503281,0.0034241007,0.003881987,0.0038855804,0.0039023985
50%,0.0040467367,0.0042872743,0.0036329047,0.0042134995,0.0039579935,0.0040127844
25%,0.0035808924,0.0036740299,0.0037792716,0.0033890181,0.004124541,0.0038177685
10%,0.0042041326,0.003979953,0.0043808691,0.0037053145,0.0039691125,0.0039821656
5%,0.0030707057,0.0036888171,0.0036451046,0.0036542464,0.0037011616,0.0034092061
