r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,1.54868e-05,1.98054e-05,1.17245e-05,1.50698e-05,1.50977e-05,0.0000152287
50%,1.63761e-05,1.83807e-05,1.3198e-05,1.77536e-05,1.56657e-05,0.0000161024
25%,1.28228e-05,1.34985e-05,1.42829e-05,1.14854e-05,1.70118e-05,0.0000145754
10%,1.76747e-05,1.584e-05,1.9192e-05,1.37294e-05,1.57539e-05,0.0000158576
5%,9.4292e-06,1.36074e-05,1.32868e-05,1.33535e-05,1.36986e-05,0.0000116227
