r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0006508384,0.0006597409,0.0007388068,0.0006742504,0.0007698504,0.0006833137
50%,0.0006955753,0.0007198865,0.0006551736,0.000669325,0.0008000124,0.0006633074
25%,0.0005923192,0.0007156175,0.0007353242,0.0008081746,0.000877716,0.0006713195
10%,0.0006950405,0.0007128794,0.0007354362,0.0007820972,0.0008117882,0.0007055226
5%,0.0006513793,0.0007652468,0.0007863767,0.0008412767,0.0007934117,0.0007865608
