r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.8669133681,0.8488171427,0.8659816885,0.8561326756,0.8305054926,0.8605602392
50%,0.8759385878,0.8552495191,0.8744533205,0.8963256013,0.8838812862,0.8554960879
25%,0.8171140159,0.8548413811,0.8558761443,0.9163681077,0.8309168889,0.8448382846
10%,0.8662647158,0.8176841747,0.8562202711,0.8784247617,0.8721987535,0.8152475744
5%,0.8511963878,0.8674206717,0.8572312732,0.8585984908,0.8612515859,0.8687370032
