Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 24640 | GridSize: 297
Generation 2 | Revalues: 29510 | GridSize: 274
Generation 3 | Revalues: 32140 | GridSize: 287
Generation 4 | Revalues: 34330 | GridSize: 297
Generation 5 | Revalues: 37300 | GridSize: 285
Generation 6 | Revalues: 40650 | GridSize: 289
Generation 7 | Revalues: 42570 | GridSize: 300
Generation 8 | Revalues: 45420 | GridSize: 300
Generation 9 | Revalues: 47250 | GridSize: 296
Generation 10 | Revalues: 48700 | GridSize: 300
Generation 11 | Revalues: 50420 | GridSize: 300
Generation 12 | Revalues: 52570 | GridSize: 299
Generation 13 | Revalues: 53740 | GridSize: 299
Generation 14 | Revalues: 55590 | GridSize: 289
Generation 15 | Revalues: 56800 | GridSize: 300
Generation 16 | Revalues: 58270 | GridSize: 299
Generation 17 | Revalues: 59610 | GridSize: 298
Generation 18 | Revalues: 61050 | GridSize: 300
Generation 19 | Revalues: 62520 | GridSize: 300
Generation 20 | Revalues: 64030 | GridSize: 300
Generation 21 | Revalues: 65550 | GridSize: 300
Generation 22 | Revalues: 67500 | GridSize: 300
Generation 23 | Revalues: 69730 | GridSize: 296
Generation 24 | Revalues: 71150 | GridSize: 296
Generation 25 | Revalues: 72550 | GridSize: 300
Generation 26 | Revalues: 74280 | GridSize: 296
Generation 27 | Revalues: 75670 | GridSize: 298
Generation 28 | Revalues: 77280 | GridSize: 300
Generation 29 | Revalues: 78340 | GridSize: 297
Generation 30 | Revalues: 79470 | GridSize: 300
Generation 31 | Revalues: 80830 | GridSize: 298
Generation 32 | Revalues: 82340 | GridSize: 300
Generation 33 | Revalues: 83560 | GridSize: 297
Generation 34 | Revalues: 84870 | GridSize: 298
Generation 35 | Revalues: 86550 | GridSize: 300
Generation 36 | Revalues: 87650 | GridSize: 300
Generation 37 | Revalues: 89250 | GridSize: 300
Generation 38 | Revalues: 90800 | GridSize: 300
Generation 39 | Revalues: 91990 | GridSize: 300
Generation 40 | Revalues: 93160 | GridSize: 296
Generation 41 | Revalues: 94540 | GridSize: 300
Generation 42 | Revalues: 95860 | GridSize: 300
Generation 43 | Revalues: 97090 | GridSize: 293
Generation 44 | Revalues: 98430 | GridSize: 300
Generation 45 | Revalues: 99760 | GridSize: 293
Generation 46 | Revalues: 100830 | GridSize: 300
Generation 47 | Revalues: 102210 | GridSize: 300
Generation 48 | Revalues: 103250 | GridSize: 300
Generation 49 | Revalues: 104380 | GridSize: 298
Generation 50 | Revalues: 105960 | GridSize: 296
Generation 51 | Revalues: 107140 | GridSize: 300
Generation 52 | Revalues: 108260 | GridSize: 295
Generation 53 | Revalues: 109450 | GridSize: 300
Generation 54 | Revalues: 110690 | GridSize: 300
Generation 55 | Revalues: 111890 | GridSize: 300
Generation 56 | Revalues: 113270 | GridSize: 297
