Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 22750 | GridSize: 267
Generation 2 | Revalues: 24470 | GridSize: 290
Generation 3 | Revalues: 31020 | GridSize: 296
Generation 4 | Revalues: 33080 | GridSize: 293
Generation 5 | Revalues: 34470 | GridSize: 297
Generation 6 | Revalues: 36230 | GridSize: 290
Generation 7 | Revalues: 37730 | GridSize: 287
Generation 8 | Revalues: 39690 | GridSize: 298
Generation 9 | Revalues: 41030 | GridSize: 297
Generation 10 | Revalues: 42040 | GridSize: 299
Generation 11 | Revalues: 43960 | GridSize: 294
Generation 12 | Revalues: 45550 | GridSize: 300
Generation 13 | Revalues: 47220 | GridSize: 300
Generation 14 | Revalues: 48830 | GridSize: 296
Generation 15 | Revalues: 50230 | GridSize: 287
Generation 16 | Revalues: 51530 | GridSize: 300
Generation 17 | Revalues: 53160 | GridSize: 300
Generation 18 | Revalues: 54740 | GridSize: 300
Generation 19 | Revalues: 55850 | GridSize: 300
Generation 20 | Revalues: 57250 | GridSize: 299
Generation 21 | Revalues: 58480 | GridSize: 298
Generation 22 | Revalues: 59700 | GridSize: 300
Generation 23 | Revalues: 62270 | GridSize: 300
Generation 24 | Revalues: 63530 | GridSize: 296
Generation 25 | Revalues: 64970 | GridSize: 300
Generation 26 | Revalues: 66480 | GridSize: 297
Generation 27 | Revalues: 68250 | GridSize: 300
Generation 28 | Revalues: 69370 | GridSize: 298
Generation 29 | Revalues: 70700 | GridSize: 293
Generation 30 | Revalues: 71980 | GridSize: 295
Generation 31 | Revalues: 73180 | GridSize: 300
Generation 32 | Revalues: 74300 | GridSize: 300
Generation 33 | Revalues: 75330 | GridSize: 300
Generation 34 | Revalues: 76600 | GridSize: 293
Generation 35 | Revalues: 77730 | GridSize: 299
Generation 36 | Revalues: 78900 | GridSize: 297
Generation 37 | Revalues: 80110 | GridSize: 293
Generation 38 | Revalues: 81440 | GridSize: 300
Generation 39 | Revalues: 83320 | GridSize: 299
Generation 40 | Revalues: 84680 | GridSize: 300
Generation 41 | Revalues: 86130 | GridSize: 300
Generation 42 | Revalues: 87240 | GridSize: 300
Generation 43 | Revalues: 88630 | GridSize: 300
Generation 44 | Revalues: 89840 | GridSize: 300
Generation 45 | Revalues: 91040 | GridSize: 297
Generation 46 | Revalues: 92270 | GridSize: 300
Generation 47 | Revalues: 93280 | GridSize: 300
Generation 48 | Revalues: 94510 | GridSize: 298
Generation 49 | Revalues: 95710 | GridSize: 300
Generation 50 | Revalues: 96730 | GridSize: 296
Generation 51 | Revalues: 98120 | GridSize: 295
