r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,8.2563e-06,1.00176e-05,1.03793e-05,7.2954e-06,9.3011e-06,0.0000060875
50%,7.9321e-06,1.15402e-05,5.538e-06,1.03874e-05,7.9313e-06,0.0000100133
25%,8.9349e-06,7.3001e-06,8.2635e-06,9.6588e-06,8.9561e-06,0.0000085991
10%,5.5288e-06,7.926e-06,6.9798e-06,8.6007e-06,9.6494e-06,0.0000069700
5%,6.0841e-06,8.6015e-06,1.03888e-05,9.659e-06,8.6044e-06,0.0000107730
