r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0004348939,0.0005109143,0.0004819036,0.0004353193,0.000473929,0.0003736794
50%,0.0004342285,0.0005135839,0.0004134877,0.0004841946,0.0004273203,0.0004960561
25%,0.0004393074,0.0004518103,0.000440313,0.0005020001,0.0004981464,0.0004623099
10%,0.0003848969,0.0004329246,0.0004040303,0.0004520379,0.0004616639,0.0003840171
5%,0.0003770827,0.0004568951,0.0004956224,0.0005050345,0.0004675219,0.0005203568
