r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0028733754,0.0031650658,0.0032216991,0.0027010008,0.0030497696,0.0024672933
50%,0.0028163985,0.0033970828,0.0023532918,0.0032229533,0.0028162635,0.0031643807
25%,0.0029891237,0.0027018697,0.0028746326,0.0031078548,0.0029926793,0.0029324262
10%,0.0023513354,0.0028153222,0.0026419392,0.0029326985,0.0031063434,0.0026400823
5%,0.0024666053,0.0029328314,0.0032231608,0.0031078999,0.0029333196,0.0032822220
