Feature,Importance
INC_sd,0.18038079547888614
INF_sd,0.15058285346707748
INC_r1,0.08657738404008701
INF_sk,0.08561703309427698
SUP_avg,0.07814746980164708
IND_r1,0.07609801693742153
INF_avg,0.06644014957271009
INC_avg,0.05760327372516973
INC_kr,0.036571518541875805
SUP_sd,0.028662881250539868
SUP_sk,0.02185892231198584
INF_r1,0.021145635418594284
INF_kr,0.020190549539406223
IND_avg,0.01995657206247619
IND_sd,0.018957301642207543
INC_sk,0.01784931488731875
SUP_kr,0.016999512077646547
IND_sk,0.0077420447672277015
SUP_r1,0.005300422699083654
IND_kr,0.0033183486843616395
