Feature,Importance
SUP_sd,0.263375537506237
INF_avg,0.12999551190841596
SUP_avg,0.10682874679823945
INF_sk,0.09762462593267139
IND_sd,0.06590171518594523
IND_sk,0.05029993071939768
INC_avg,0.044395115367118924
SUP_sk,0.04308844264613316
INC_r1,0.03595815302703814
INC_kr,0.026197576539621695
SUP_r1,0.025185303208389364
INC_sd,0.022438612579103987
INF_sd,0.017784816849122448
INF_r1,0.016588478707379437
IND_avg,0.01347829700246334
IND_kr,0.0133719361127471
INF_kr,0.009117158481035332
IND_r1,0.008408407967137066
SUP_kr,0.005429021881542689
INC_sk,0.0045326115802607845
