Feature,Importance
IND_avg,0.1698781202005958
IND_sd,0.10740222437767416
IND_kr,0.1068607593169674
INC_r1,0.08996041169797662
INF_r1,0.08276725592977147
INC_avg,0.07257296901353871
INC_sd,0.0611669523967763
IND_sk,0.048374234964735204
INF_sd,0.047306812528700046
SUP_r1,0.03687249078612992
INF_avg,0.03435203244055524
SUP_avg,0.030291772893514833
INC_kr,0.023323209888476505
INF_sk,0.021086828873957228
IND_r1,0.01437887723709037
INF_kr,0.014262389971545563
SUP_sk,0.014260799633690566
INC_sk,0.010109340594265928
SUP_kr,0.008381931154405163
SUP_sd,0.006390586099632995
