Instance,AS_Prediction
71,0.8641148029039053
129,0.840533454038846
22,0.8572021719930903
183,0.8169846102925004
429,0.8297009833280583
64,0.865487988984473
481,0.8455605043981506
241,0.8471984717722966
281,0.8435045941908507
84,0.8599536875431129
161,0.8658174002090138
103,0.8474571154468916
209,0.8484845024377513
206,0.868700284032308
244,0.8552894025173055
336,0.8491658878163539
331,0.8478820775389042
0,0.8650379937430571
261,0.8481863737771443
504,0.8442962751382833
407,0.8404346328824084
440,0.8435514194812305
230,0.8442070286007696
430,0.8544040048699593
A,0.8437394399425504
357,0.8496774588622344
202,0.8494380289688988
345,0.8545491202896973
232,0.8464648074049059
127,0.8562036973907823
20,0.8665667612977582
387,0.8574589441269732
67,0.8387996113465803
502,0.8569556568572615
94,0.8563464004470761
74,0.8640331339590608
23,0.8524811992356831
156,0.8514335408545916
394,0.8567407368761395
121,0.8610415365475309
242,0.8315072125648674
80,0.850868071654147
11,0.8576418845550472
59,0.8470821463031046
179,0.8632957227401797
427,0.8571341958510665
340,0.8539833622907952
137,0.8554458578172455
366,0.8598810819652737
322,0.8509889342464664
81,0.848634931475933
237,0.8581700731353108
69,0.8564109259037719
239,0.8517872785185118
497,0.8468293675563896
496,0.8710471925179546
