Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 34530 | GridSize: 293
Generation 2 | Revalues: 42220 | GridSize: 299
Generation 3 | Revalues: 47060 | GridSize: 264
Generation 4 | Revalues: 49550 | GridSize: 300
Generation 5 | Revalues: 51050 | GridSize: 299
Generation 6 | Revalues: 52800 | GridSize: 298
Generation 7 | Revalues: 54450 | GridSize: 300
Generation 8 | Revalues: 55890 | GridSize: 300
Generation 9 | Revalues: 57580 | GridSize: 298
Generation 10 | Revalues: 59770 | GridSize: 293
Generation 11 | Revalues: 61450 | GridSize: 298
Generation 12 | Revalues: 63380 | GridSize: 300
Generation 13 | Revalues: 64610 | GridSize: 293
Generation 14 | Revalues: 65830 | GridSize: 300
Generation 15 | Revalues: 67660 | GridSize: 297
Generation 16 | Revalues: 69440 | GridSize: 293
Generation 17 | Revalues: 71220 | GridSize: 295
Generation 18 | Revalues: 72530 | GridSize: 285
Generation 19 | Revalues: 73750 | GridSize: 293
Generation 20 | Revalues: 75080 | GridSize: 300
Generation 21 | Revalues: 76270 | GridSize: 300
Generation 22 | Revalues: 77480 | GridSize: 300
Generation 23 | Revalues: 78920 | GridSize: 296
Generation 24 | Revalues: 80860 | GridSize: 297
Generation 25 | Revalues: 82570 | GridSize: 300
Generation 26 | Revalues: 84340 | GridSize: 298
Generation 27 | Revalues: 85810 | GridSize: 300
Generation 28 | Revalues: 87010 | GridSize: 300
Generation 29 | Revalues: 88610 | GridSize: 295
Generation 30 | Revalues: 90070 | GridSize: 300
Generation 31 | Revalues: 92160 | GridSize: 299
Generation 32 | Revalues: 93370 | GridSize: 293
Generation 33 | Revalues: 95150 | GridSize: 294
Generation 34 | Revalues: 96530 | GridSize: 300
Generation 35 | Revalues: 98010 | GridSize: 300
Generation 36 | Revalues: 99220 | GridSize: 299
Generation 37 | Revalues: 100410 | GridSize: 299
Generation 38 | Revalues: 101800 | GridSize: 300
Generation 39 | Revalues: 102960 | GridSize: 295
Generation 40 | Revalues: 104410 | GridSize: 299
Generation 41 | Revalues: 106260 | GridSize: 289
Generation 42 | Revalues: 107740 | GridSize: 299
Generation 43 | Revalues: 108990 | GridSize: 297
Generation 44 | Revalues: 110150 | GridSize: 293
Generation 45 | Revalues: 111220 | GridSize: 300
Generation 46 | Revalues: 112500 | GridSize: 300
Generation 47 | Revalues: 113810 | GridSize: 300
Generation 48 | Revalues: 114990 | GridSize: 299
Generation 49 | Revalues: 116250 | GridSize: 300
Generation 50 | Revalues: 117910 | GridSize: 299
Generation 51 | Revalues: 119250 | GridSize: 300
Generation 52 | Revalues: 120470 | GridSize: 299
Generation 53 | Revalues: 121790 | GridSize: 300
Generation 54 | Revalues: 123020 | GridSize: 300
Generation 55 | Revalues: 124460 | GridSize: 296
Generation 56 | Revalues: 125520 | GridSize: 300
Generation 57 | Revalues: 126600 | GridSize: 299
Generation 58 | Revalues: 127750 | GridSize: 300
Generation 59 | Revalues: 128820 | GridSize: 300
Generation 60 | Revalues: 129910 | GridSize: 300
Generation 61 | Revalues: 130950 | GridSize: 297
Generation 62 | Revalues: 132090 | GridSize: 297
Generation 63 | Revalues: 133290 | GridSize: 299
Generation 64 | Revalues: 134530 | GridSize: 300
Generation 65 | Revalues: 135810 | GridSize: 297
Generation 66 | Revalues: 136940 | GridSize: 300
Generation 67 | Revalues: 138140 | GridSize: 300
Generation 68 | Revalues: 139640 | GridSize: 295
Generation 69 | Revalues: 141050 | GridSize: 296
Generation 70 | Revalues: 142250 | GridSize: 297
Generation 71 | Revalues: 143310 | GridSize: 300
Generation 72 | Revalues: 144720 | GridSize: 300
Generation 73 | Revalues: 145960 | GridSize: 296
Generation 74 | Revalues: 147060 | GridSize: 300
Generation 75 | Revalues: 148210 | GridSize: 300
Generation 76 | Revalues: 149260 | GridSize: 300
Generation 77 | Revalues: 150370 | GridSize: 298
Generation 78 | Revalues: 151550 | GridSize: 298
Generation 79 | Revalues: 152630 | GridSize: 299
Generation 80 | Revalues: 153870 | GridSize: 300
Generation 81 | Revalues: 155110 | GridSize: 298
Generation 82 | Revalues: 156480 | GridSize: 298
Generation 83 | Revalues: 157700 | GridSize: 298
Generation 84 | Revalues: 158850 | GridSize: 300
Generation 85 | Revalues: 159930 | GridSize: 299
Generation 86 | Revalues: 161170 | GridSize: 299
Generation 87 | Revalues: 162340 | GridSize: 298
Generation 88 | Revalues: 163380 | GridSize: 299
Generation 89 | Revalues: 164660 | GridSize: 298
Generation 90 | Revalues: 165810 | GridSize: 300
Generation 91 | Revalues: 166900 | GridSize: 298
Generation 92 | Revalues: 168140 | GridSize: 300
Generation 93 | Revalues: 169440 | GridSize: 299
Generation 94 | Revalues: 170530 | GridSize: 300
Generation 95 | Revalues: 171680 | GridSize: 300
Generation 96 | Revalues: 172870 | GridSize: 300
Generation 97 | Revalues: 173990 | GridSize: 300
Generation 98 | Revalues: 175340 | GridSize: 299
Generation 99 | Revalues: 176490 | GridSize: 300
Generation 100 | Revalues: 177530 | GridSize: 300
Generation 101 | Revalues: 178810 | GridSize: 294
Generation 102 | Revalues: 179830 | GridSize: 300
Generation 103 | Revalues: 180900 | GridSize: 296
Generation 104 | Revalues: 182040 | GridSize: 300
Generation 105 | Revalues: 183130 | GridSize: 296
Generation 106 | Revalues: 184240 | GridSize: 300
Generation 107 | Revalues: 185410 | GridSize: 299
Generation 108 | Revalues: 186500 | GridSize: 300
Generation 109 | Revalues: 187520 | GridSize: 300
Generation 110 | Revalues: 188800 | GridSize: 300
Generation 111 | Revalues: 189810 | GridSize: 299
