Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.2776190476,0.1158777994,0.2332316242,2.9841215783,0.289008021,0.1957142857,0.0966373401,0.2665866743,2.4637690489,0.2083226135,0.5266666667,0.1055747685,-0.0310977289,2.9275428139,0.1083074984,0.5266666667,0.1055747685,-0.0310977289,2.9275428139,0.1083074984,0.8684420602499999,0.8561602951999999
1,0.3055555556,0.1177201117,0.1453868857,1.9789038745,0.4031893825,0.1916666667,0.1057381462,-0.0586745462,2.0567493538,0.11356622,0.5027777778,0.1399128918,-0.254787246,2.7829878927,-0.05703319,0.5027777778,0.1399128918,-0.254787246,2.7829878927,-0.05703319,0.71176977605,0.7119888226
10,0.3669642857,0.1188774826,0.1038228144,3.7712301891,0.3675238915,0.1678571429,0.0826073822,0.054088141,2.2453838763,0.1808545374,0.4651785714,0.1141426281,-0.036183531,5.067883516,0.488799774,0.4651785714,0.1141426281,-0.036183531,5.067883516,0.488799774,0.92579785416,0.9196138043099997
100,0.2824324324,0.0916929484,0.1930777312,3.3456222859,0.7351864872,0.1891891892,0.0945366618,0.2381315102,3.0748454902,0.5045065359,0.5283783784,0.1081418866,-0.0616172445,2.4500674157,-0.3966124927,0.5283783784,0.1081418866,-0.0616172445,2.4500674157,-0.3966124927,0.8440763327,0.8416801229499999
101,0.3522727273,0.1238375702,0.2210891592,2.9163565216,0.1812872041,0.1772727273,0.114541847,0.4592336734,2.303024366,0.6560011629,0.4704545455,0.1040750286,-0.1204612205,2.9339242722,-0.2494273871,0.4704545455,0.1040750286,-0.1204612205,2.9339242722,-0.2494273871,0.78983422385,0.7898593295
102,0.2820512821,0.1065106107,0.0787264575,2.5644452227,0.4413659497,0.2038461538,0.0915567747,0.1118137992,2.6734878893,0.1369968139,0.5141025641,0.1208669103,0.2039667452,2.0319191685,0.3218133225,0.5141025641,0.1208669103,0.2039667452,2.0319191685,0.3218133225,0.8067996948999999,0.79016927305
103,0.4181818182,0.1377955126,-0.0502355679,2.0946704856,-0.1332041291,0.1977272727,0.1027765369,-0.11643195,2.3446844531,0.0297150702,0.3840909091,0.129146115,0.1092878426,1.6942672001,-0.0427063406,0.3840909091,0.129146115,0.1092878426,1.6942672001,-0.0427063406,0.7468422740599999,0.7464161064499999
104,0.3333333333,0.1290994449,-0.0020366599,1.4233333333,-0.0172132593,0.1888888889,0.1242259987,0.0903110048,1.532112,-0.0497301518,0.4777777778,0.0582671582,-0.4470158343,1.5119008264,0.0762770071,0.4777777778,0.0582671582,-0.4470158343,1.5119008264,0.0762770071,0.859128586,0.8569751050000001
105,0.2541666667,0.1029933925,-0.0460091136,1.7347992746,-0.0546912982,0.2166666667,0.1196058341,-0.2628062361,1.8295786596,-0.1041717322,0.5291666667,0.1376262047,-0.1969635132,3.5023032376,-0.7132303139,0.5291666667,0.1376262047,-0.1969635132,3.5023032376,-0.7132303139,0.8076559726499999,0.8049653516499999
106,0.278125,0.1185442296,0.1708756969,2.343591918,-0.6547683215,0.178125,0.1045358043,0.4279085636,2.616351252,0.3428600666,0.54375,0.1297533718,-0.1497219132,3.1339893734,0.7168248465,0.54375,0.1297533718,-0.1497219132,3.1339893734,0.7168248465,0.833821745105,0.8309996206549999
