Instance,INF_avg,INF_sd,INF_r1,INF_kr,INF_sk,SUP_avg,SUP_sd,SUP_r1,SUP_kr,SUP_sk,INC_avg,INC_sd,INC_r1,INC_kr,INC_sk,IND_avg,IND_sd,IND_r1,IND_kr,IND_sk,NSGAII,MOEAD
0,0.4129151943,0.0940513348,0.8877079782,1.986553207,0.0241000134,0.0989399293,0.0617738946,0.9036011776,2.4006056645,0.6133940297,0.4881448763,0.0466738575,0.5031773371,2.5560969074,-0.3083030613,0.4881448763,0.0466738575,0.5031773371,2.5560969074,-0.3083030613,0.8684420602499999,0.8561602951999999
1,0.4885632184,0.1425585341,0.9390160939,1.8692510887,-0.2234891165,0.0976436782,0.0925185259,0.9440643094,2.7200758277,0.9573703835,0.4137931034,0.0674876128,0.7100353486,2.0726197923,-0.2494509531,0.4137931034,0.0674876128,0.7100353486,2.0726197923,-0.2494509531,0.71176977605,0.7119888226
10,0.4415546218,0.1111149528,0.8827744477,1.9787002115,-0.1265106334,0.0930252101,0.0768585367,0.9021937845,2.7146913747,0.8860480926,0.4654201681,0.050491616,0.4702958664,2.2142341828,-0.4634335445,0.4654201681,0.050491616,0.4702958664,2.2142341828,-0.4634335445,0.92579785416,0.9196138043099997
100,0.4312951807,0.0881963355,0.8232746803,3.806050315,-0.998509138,0.0755120482,0.0676512796,0.9034160899,4.2617417937,1.3893333096,0.4931927711,0.0374131791,0.083466958,3.1183312685,-0.1688378476,0.4931927711,0.0374131791,0.083466958,3.1183312685,-0.1688378476,0.8440763327,0.8416801229499999
101,0.3960869565,0.099372559,0.8452647597,1.8932700285,0.0910942808,0.1095652174,0.0825663507,0.8556619869,2.1915838804,0.5597379792,0.4943478261,0.0435591639,0.2040138729,2.5804405992,0.0399879842,0.4943478261,0.0435591639,0.2040138729,2.5804405992,0.0399879842,0.78983422385,0.7898593295
102,0.4003043478,0.0848163924,0.8361164938,2.1897149576,-0.1963453953,0.0869130435,0.0644561955,0.9088669138,2.5357899041,0.7718670662,0.5127826087,0.0400363493,0.245630837,2.9301631771,-0.1917519921,0.5127826087,0.0400363493,0.245630837,2.9301631771,-0.1917519921,0.8067996948999999,0.79016927305
103,0.5145512821,0.101192207,0.8557366417,2.0398156212,-0.4170454844,0.0766025641,0.0556919963,0.8747951429,2.2117919729,0.6274613053,0.4088461538,0.0574675108,0.5627434422,2.2319761439,0.3096110218,0.4088461538,0.0574675108,0.5627434422,2.2319761439,0.3096110218,0.7468422740599999,0.7464161064499999
104,0.4593902439,0.135794239,0.9368447431,2.0108238622,-0.4771099374,0.0843902439,0.0736906999,0.8944501009,3.5856032968,1.1420260981,0.4562195122,0.0733804582,0.7788361405,2.0317651117,0.1921388579,0.4562195122,0.0733804582,0.7788361405,2.0317651117,0.1921388579,0.859128586,0.8569751050000001
105,0.5032673267,0.1129979314,0.9035728238,2.2193513561,-0.079275363,0.076980198,0.0592029535,0.8615409387,2.8773583982,0.9038624685,0.4197524752,0.0667393936,0.7009695336,2.622663338,-0.4012148225,0.4197524752,0.0667393936,0.7009695336,2.622663338,-0.4012148225,0.8076559726499999,0.8049653516499999
106,0.4024056604,0.0854655153,0.8283837574,2.1247881554,0.197257714,0.0745283019,0.0608374276,0.878883823,2.5535405811,0.7752781687,0.5230660377,0.0449505533,0.3374646814,2.6981729942,-0.3366904759,0.5230660377,0.0449505533,0.3374646814,2.6981729942,-0.3366904759,0.833821745105,0.8309996206549999
