Feature,Importance
IND_avg,0.16128571465882735
INF_r1,0.14463279982237295
INF_sd,0.12304912572915926
INC_avg,0.11680279084239423
INC_sd,0.11364695133114092
IND_sd,0.06812577490698699
SUP_avg,0.043242968778395244
SUP_sd,0.041863473887309516
INC_r1,0.03944677345061982
INF_avg,0.03900585974468179
INF_sk,0.024000052101406856
INC_kr,0.015331343202040614
IND_kr,0.013940823234047937
SUP_r1,0.012569450278562938
IND_r1,0.01198865608960744
INC_sk,0.008716222586297145
SUP_kr,0.008421533415441964
INF_kr,0.005917446061618385
SUP_sk,0.004357787161412021
IND_sk,0.0036544527176766983
