Feature,Importance
IND_avg,0.1986772137187972
INC_avg,0.11964065132734872
INF_sk,0.1194102560888208
SUP_sd,0.09671692706260282
INC_r1,0.06458434182354723
IND_sk,0.06343473920843459
IND_r1,0.04746597055868674
INC_sk,0.039085356802418335
SUP_r1,0.033222827001309296
INF_avg,0.030723746777363926
INF_sd,0.030188912701799214
IND_kr,0.02825864620169751
SUP_kr,0.026325745617060622
SUP_sk,0.023813199036998703
INC_kr,0.01985110314503574
INF_kr,0.01665886095890915
IND_sd,0.016380720286470463
SUP_avg,0.009623621846468266
INF_r1,0.00818883547641851
INC_sd,0.0077483243598119155
