Feature,Importance
INF_sd,0.3499358175101818
INC_avg,0.11377050156930166
INF_avg,0.11088362323886783
IND_avg,0.07002171313708741
IND_r1,0.06728564557766212
SUP_r1,0.05114133349163095
SUP_sd,0.04141133856569941
INC_sk,0.03880876135694285
INC_kr,0.03218299238098755
INF_kr,0.032075902033244175
IND_sk,0.01801354147630872
SUP_avg,0.01757881466139009
INF_r1,0.012391923881092441
INC_r1,0.0078736276719173
SUP_kr,0.00764742244088077
SUP_sk,0.006486776995317212
INC_sd,0.006454495921971551
INF_sk,0.005528054802511506
IND_sd,0.005332974040225582
IND_kr,0.005174739246778965
