Feature,Importance
SUP_sd,0.24259666334773114
INF_sd,0.11588084937091538
IND_r1,0.0780295424381611
SUP_avg,0.07600671955985402
INC_avg,0.061104532012754904
INF_sk,0.052947268237430976
INC_sd,0.04963766355129339
INF_kr,0.04944979355328198
IND_sd,0.04550647833476374
IND_avg,0.0427637281263646
INC_kr,0.0421696826754279
INC_r1,0.03878457063832429
SUP_kr,0.03739440480961017
IND_sk,0.017419562611012997
SUP_r1,0.011016976415408775
INC_sk,0.01082336851741293
INF_avg,0.009834203502839822
INF_r1,0.009415532383398038
IND_kr,0.005489432552757309
SUP_sk,0.0037290273612564824
