Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 16780 | GridSize: 290
Generation 2 | Revalues: 20600 | GridSize: 300
Generation 3 | Revalues: 23270 | GridSize: 299
Generation 4 | Revalues: 28240 | GridSize: 299
Generation 5 | Revalues: 30850 | GridSize: 300
Generation 6 | Revalues: 32810 | GridSize: 300
Generation 7 | Revalues: 35000 | GridSize: 289
Generation 8 | Revalues: 37330 | GridSize: 300
Generation 9 | Revalues: 38780 | GridSize: 299
Generation 10 | Revalues: 42030 | GridSize: 294
Generation 11 | Revalues: 44180 | GridSize: 287
Generation 12 | Revalues: 45620 | GridSize: 300
Generation 13 | Revalues: 47150 | GridSize: 300
Generation 14 | Revalues: 48220 | GridSize: 300
Generation 15 | Revalues: 49820 | GridSize: 297
Generation 16 | Revalues: 51230 | GridSize: 292
Generation 17 | Revalues: 52840 | GridSize: 300
Generation 18 | Revalues: 54020 | GridSize: 290
Generation 19 | Revalues: 55230 | GridSize: 299
Generation 20 | Revalues: 57290 | GridSize: 298
Generation 21 | Revalues: 58790 | GridSize: 300
Generation 22 | Revalues: 60150 | GridSize: 300
Generation 23 | Revalues: 61320 | GridSize: 300
Generation 24 | Revalues: 62780 | GridSize: 298
Generation 25 | Revalues: 64130 | GridSize: 300
Generation 26 | Revalues: 65400 | GridSize: 296
Generation 27 | Revalues: 66720 | GridSize: 300
Generation 28 | Revalues: 67800 | GridSize: 300
Generation 29 | Revalues: 69210 | GridSize: 297
Generation 30 | Revalues: 70490 | GridSize: 294
Generation 31 | Revalues: 71820 | GridSize: 297
Generation 32 | Revalues: 72990 | GridSize: 300
Generation 33 | Revalues: 74370 | GridSize: 299
Generation 34 | Revalues: 75510 | GridSize: 300
Generation 35 | Revalues: 76610 | GridSize: 297
Generation 36 | Revalues: 77930 | GridSize: 299
Generation 37 | Revalues: 79130 | GridSize: 300
Generation 38 | Revalues: 80240 | GridSize: 293
Generation 39 | Revalues: 81300 | GridSize: 300
Generation 40 | Revalues: 82490 | GridSize: 300
Generation 41 | Revalues: 83790 | GridSize: 300
Generation 42 | Revalues: 85000 | GridSize: 299
Generation 43 | Revalues: 86300 | GridSize: 300
Generation 44 | Revalues: 87480 | GridSize: 300
Generation 45 | Revalues: 89040 | GridSize: 299
Generation 46 | Revalues: 90290 | GridSize: 300
Generation 47 | Revalues: 91790 | GridSize: 300
Generation 48 | Revalues: 92850 | GridSize: 300
Generation 49 | Revalues: 94150 | GridSize: 298
Generation 50 | Revalues: 95560 | GridSize: 300
Generation 51 | Revalues: 96790 | GridSize: 300
Generation 52 | Revalues: 97950 | GridSize: 300
Generation 53 | Revalues: 99020 | GridSize: 298
Generation 54 | Revalues: 100140 | GridSize: 300
Generation 55 | Revalues: 101210 | GridSize: 300
Generation 56 | Revalues: 102440 | GridSize: 299
Generation 57 | Revalues: 103970 | GridSize: 297
Generation 58 | Revalues: 105140 | GridSize: 300
Generation 59 | Revalues: 106470 | GridSize: 300
Generation 60 | Revalues: 107880 | GridSize: 300
Generation 61 | Revalues: 108900 | GridSize: 300
Generation 62 | Revalues: 109950 | GridSize: 300
Generation 63 | Revalues: 111290 | GridSize: 300
Generation 64 | Revalues: 112390 | GridSize: 298
Generation 65 | Revalues: 113520 | GridSize: 300
Generation 66 | Revalues: 114570 | GridSize: 299
Generation 67 | Revalues: 115620 | GridSize: 299
Generation 68 | Revalues: 116640 | GridSize: 300
Generation 69 | Revalues: 117830 | GridSize: 300
