r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0004467247,0.0004704434,0.0004023229,0.0004900526,0.0004301743,0.0004201565
50%,0.0004954863,0.0004519088,0.0004332925,0.0003912718,0.0004413528,0.0004990887
25%,0.0004271293,0.0005044584,0.000451303,0.000432453,0.0005559205,0.0004943198
10%,0.0004638244,0.0004781638,0.0004968342,0.0004298385,0.0004459538,0.0003976045
5%,0.0004203146,0.0005131914,0.0004710907,0.0004762832,0.0004528344,0.0004549637
