Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 26980 | GridSize: 277
Generation 2 | Revalues: 30880 | GridSize: 244
Generation 3 | Revalues: 36010 | GridSize: 245
Generation 4 | Revalues: 41700 | GridSize: 241
Generation 5 | Revalues: 45010 | GridSize: 263
Generation 6 | Revalues: 47220 | GridSize: 233
Generation 7 | Revalues: 48640 | GridSize: 242
Generation 8 | Revalues: 50380 | GridSize: 252
Generation 9 | Revalues: 51950 | GridSize: 272
Generation 10 | Revalues: 54120 | GridSize: 274
Generation 11 | Revalues: 55380 | GridSize: 300
Generation 12 | Revalues: 56960 | GridSize: 292
Generation 13 | Revalues: 58940 | GridSize: 297
Generation 14 | Revalues: 61040 | GridSize: 300
Generation 15 | Revalues: 62330 | GridSize: 300
Generation 16 | Revalues: 63950 | GridSize: 296
Generation 17 | Revalues: 65600 | GridSize: 300
Generation 18 | Revalues: 67070 | GridSize: 296
Generation 19 | Revalues: 68640 | GridSize: 300
Generation 20 | Revalues: 70430 | GridSize: 294
Generation 21 | Revalues: 72220 | GridSize: 299
Generation 22 | Revalues: 73920 | GridSize: 297
Generation 23 | Revalues: 75570 | GridSize: 299
Generation 24 | Revalues: 77070 | GridSize: 294
Generation 25 | Revalues: 78550 | GridSize: 300
Generation 26 | Revalues: 80330 | GridSize: 298
Generation 27 | Revalues: 81550 | GridSize: 298
Generation 28 | Revalues: 82960 | GridSize: 299
Generation 29 | Revalues: 84070 | GridSize: 300
Generation 30 | Revalues: 85400 | GridSize: 293
Generation 31 | Revalues: 86770 | GridSize: 293
Generation 32 | Revalues: 88540 | GridSize: 300
Generation 33 | Revalues: 89990 | GridSize: 298
Generation 34 | Revalues: 91420 | GridSize: 300
Generation 35 | Revalues: 92620 | GridSize: 298
Generation 36 | Revalues: 93970 | GridSize: 296
Generation 37 | Revalues: 95370 | GridSize: 298
Generation 38 | Revalues: 96530 | GridSize: 300
Generation 39 | Revalues: 97580 | GridSize: 300
Generation 40 | Revalues: 98890 | GridSize: 300
Generation 41 | Revalues: 100000 | GridSize: 300
Generation 42 | Revalues: 101430 | GridSize: 296
Generation 43 | Revalues: 102720 | GridSize: 300
Generation 44 | Revalues: 103950 | GridSize: 298
Generation 45 | Revalues: 105000 | GridSize: 299
Generation 46 | Revalues: 106160 | GridSize: 299
Generation 47 | Revalues: 107310 | GridSize: 296
Generation 48 | Revalues: 108450 | GridSize: 300
Generation 49 | Revalues: 109740 | GridSize: 300
