r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.9980068218,0.9977211124,0.997957238,0.9981715091,0.9979021277,0.9977259312
50%,0.9977863718,0.9976225208,0.997838074,0.9978330618,0.9978377678,0.9976773472
25%,0.9976554566,0.9975669187,0.9977117224,0.9979002334,0.9979756279,0.9979162771
10%,0.9976038066,0.9977117968,0.9976482673,0.9978551596,0.9976275992,0.9975719163
5%,0.9976114775,0.9974824793,0.9978501903,0.9974796481,0.9976355229,0.9977050661
