r,ℓ = 100,ℓ = 50,ℓ = 25,ℓ = 10,ℓ = 5,Adaptive Walk
100%,0.0904683832,0.1027463367,0.0920733157,0.0891135711,0.0986111678,0.0915298389
50%,0.096054444,0.1031335504,0.1020424743,0.0990676262,0.099697484,0.0901703575
25%,0.0939180432,0.0945348294,0.0948093198,0.0943137341,0.0963283822,0.0900222351
10%,0.095652351,0.1089288632,0.10430145,0.0981924522,0.1028927452,0.0958172678
5%,0.095541085,0.1071710057,0.1115173758,0.1127777434,0.1019468753,0.0992823558
