Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,MOEAD
4,MOEAD
5,MOEAD
6,COMOLSD
7,COMOLSD
8,COMOLSD
9,MOEAD
10,COMOLSD
11,COMOLSD
12,COMOLSD
13,COMOLSD
14,COMOLSD
15,MOEAD
16,MOEAD
17,MOEAD
18,COMOLSD
19,MOEAD
20,MOEAD
21,MOEAD
22,COMOLSD
23,COMOLSD
24,MOEAD
25,MOEAD
26,COMOLSD
27,COMOLSD
28,MOEAD
29,MOEAD
30,MOEAD
31,COMOLSD
32,MOEAD
33,MOEAD
34,COMOLSD
35,MOEAD
36,MOEAD
37,COMOLSD
38,MOEAD
39,MOEAD
40,MOEAD
41,COMOLSD
42,MOEAD
43,MOEAD
44,MOEAD
45,COMOLSD
46,MOEAD
47,MOEAD
48,COMOLSD
49,MOEAD
50,MOEAD
51,MOEAD
52,COMOLSD
53,COMOLSD
54,MOEAD
55,COMOLSD
56,COMOLSD
57,MOEAD
58,COMOLSD
59,COMOLSD
60,MOEAD
61,MOEAD
62,MOEAD
63,COMOLSD
64,COMOLSD
65,MOEAD
66,COMOLSD
67,MOEAD
68,MOEAD
69,COMOLSD
70,COMOLSD
71,MOEAD
72,COMOLSD
73,COMOLSD
74,MOEAD
75,MOEAD
76,COMOLSD
77,MOEAD
78,MOEAD
79,MOEAD
80,COMOLSD
81,MOEAD
82,MOEAD
83,MOEAD
84,MOEAD
85,COMOLSD
86,COMOLSD
87,MOEAD
88,MOEAD
89,MOEAD
90,MOEAD
91,COMOLSD
92,MOEAD
93,COMOLSD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,MOEAD
98,COMOLSD
99,MOEAD
