Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 28660 | GridSize: 298
Generation 2 | Revalues: 36880 | GridSize: 293
Generation 3 | Revalues: 39850 | GridSize: 300
Generation 4 | Revalues: 43370 | GridSize: 293
Generation 5 | Revalues: 46660 | GridSize: 300
Generation 6 | Revalues: 49390 | GridSize: 300
Generation 7 | Revalues: 51510 | GridSize: 299
Generation 8 | Revalues: 54080 | GridSize: 300
Generation 9 | Revalues: 56350 | GridSize: 300
Generation 10 | Revalues: 58010 | GridSize: 300
Generation 11 | Revalues: 59140 | GridSize: 300
Generation 12 | Revalues: 60830 | GridSize: 300
Generation 13 | Revalues: 62170 | GridSize: 300
Generation 14 | Revalues: 64020 | GridSize: 300
Generation 15 | Revalues: 65260 | GridSize: 300
Generation 16 | Revalues: 67180 | GridSize: 300
Generation 17 | Revalues: 68310 | GridSize: 300
Generation 18 | Revalues: 69990 | GridSize: 300
Generation 19 | Revalues: 71400 | GridSize: 300
Generation 20 | Revalues: 72830 | GridSize: 300
Generation 21 | Revalues: 74120 | GridSize: 300
Generation 22 | Revalues: 75300 | GridSize: 300
Generation 23 | Revalues: 76660 | GridSize: 296
Generation 24 | Revalues: 77960 | GridSize: 300
Generation 25 | Revalues: 79140 | GridSize: 300
Generation 26 | Revalues: 80420 | GridSize: 300
Generation 27 | Revalues: 81580 | GridSize: 300
Generation 28 | Revalues: 82870 | GridSize: 297
Generation 29 | Revalues: 84190 | GridSize: 300
Generation 30 | Revalues: 85960 | GridSize: 299
Generation 31 | Revalues: 87060 | GridSize: 300
Generation 32 | Revalues: 88630 | GridSize: 298
Generation 33 | Revalues: 89880 | GridSize: 300
Generation 34 | Revalues: 91050 | GridSize: 300
Generation 35 | Revalues: 92260 | GridSize: 300
Generation 36 | Revalues: 93310 | GridSize: 300
Generation 37 | Revalues: 94690 | GridSize: 300
Generation 38 | Revalues: 95940 | GridSize: 297
Generation 39 | Revalues: 97340 | GridSize: 300
Generation 40 | Revalues: 98800 | GridSize: 298
Generation 41 | Revalues: 100010 | GridSize: 299
Generation 42 | Revalues: 101280 | GridSize: 300
Generation 43 | Revalues: 102900 | GridSize: 300
Generation 44 | Revalues: 104130 | GridSize: 299
Generation 45 | Revalues: 105310 | GridSize: 300
Generation 46 | Revalues: 106790 | GridSize: 299
Generation 47 | Revalues: 108490 | GridSize: 300
Generation 48 | Revalues: 109910 | GridSize: 299
Generation 49 | Revalues: 111230 | GridSize: 297
Generation 50 | Revalues: 112680 | GridSize: 300
Generation 51 | Revalues: 113820 | GridSize: 299
Generation 52 | Revalues: 115150 | GridSize: 300
Generation 53 | Revalues: 116750 | GridSize: 300
Generation 54 | Revalues: 117870 | GridSize: 300
Generation 55 | Revalues: 118980 | GridSize: 293
Generation 56 | Revalues: 120260 | GridSize: 300
Generation 57 | Revalues: 121440 | GridSize: 297
Generation 58 | Revalues: 122720 | GridSize: 300
Generation 59 | Revalues: 123730 | GridSize: 300
Generation 60 | Revalues: 125010 | GridSize: 299
Generation 61 | Revalues: 126260 | GridSize: 300
Generation 62 | Revalues: 127610 | GridSize: 300
Generation 63 | Revalues: 128760 | GridSize: 300
Generation 64 | Revalues: 129780 | GridSize: 300
Generation 65 | Revalues: 131000 | GridSize: 299
Generation 66 | Revalues: 132330 | GridSize: 300
Generation 67 | Revalues: 133410 | GridSize: 300
Generation 68 | Revalues: 134440 | GridSize: 300
Generation 69 | Revalues: 135800 | GridSize: 299
Generation 70 | Revalues: 137170 | GridSize: 300
Generation 71 | Revalues: 138320 | GridSize: 300
Generation 72 | Revalues: 139600 | GridSize: 300
Generation 73 | Revalues: 140700 | GridSize: 300
Generation 74 | Revalues: 141780 | GridSize: 300
Generation 75 | Revalues: 143040 | GridSize: 300
Generation 76 | Revalues: 144090 | GridSize: 300
Generation 77 | Revalues: 145410 | GridSize: 300
Generation 78 | Revalues: 146600 | GridSize: 300
Generation 79 | Revalues: 147600 | GridSize: 300
Generation 80 | Revalues: 148720 | GridSize: 300
Generation 81 | Revalues: 149890 | GridSize: 299
Generation 82 | Revalues: 151020 | GridSize: 300
Generation 83 | Revalues: 152090 | GridSize: 300
Generation 84 | Revalues: 153350 | GridSize: 298
Generation 85 | Revalues: 154740 | GridSize: 300
Generation 86 | Revalues: 155750 | GridSize: 299
Generation 87 | Revalues: 157270 | GridSize: 300
Generation 88 | Revalues: 158750 | GridSize: 298
Generation 89 | Revalues: 159850 | GridSize: 300
Generation 90 | Revalues: 161060 | GridSize: 298
Generation 91 | Revalues: 162270 | GridSize: 300
Generation 92 | Revalues: 163630 | GridSize: 300
Generation 93 | Revalues: 164920 | GridSize: 300
Generation 94 | Revalues: 166070 | GridSize: 300
Generation 95 | Revalues: 167180 | GridSize: 300
Generation 96 | Revalues: 168270 | GridSize: 300
Generation 97 | Revalues: 169460 | GridSize: 300
Generation 98 | Revalues: 170510 | GridSize: 300
Generation 99 | Revalues: 171690 | GridSize: 300
Generation 100 | Revalues: 173010 | GridSize: 300
Generation 101 | Revalues: 174100 | GridSize: 300
Generation 102 | Revalues: 175270 | GridSize: 300
Generation 103 | Revalues: 176270 | GridSize: 300
Generation 104 | Revalues: 177390 | GridSize: 296
Generation 105 | Revalues: 178470 | GridSize: 300
Generation 106 | Revalues: 179560 | GridSize: 300
Generation 107 | Revalues: 180740 | GridSize: 300
Generation 108 | Revalues: 181850 | GridSize: 300
Generation 109 | Revalues: 183090 | GridSize: 299
Generation 110 | Revalues: 184610 | GridSize: 300
Generation 111 | Revalues: 185990 | GridSize: 300
Generation 112 | Revalues: 187030 | GridSize: 300
Generation 113 | Revalues: 188520 | GridSize: 300
Generation 114 | Revalues: 189560 | GridSize: 300
Generation 115 | Revalues: 190770 | GridSize: 300
Generation 116 | Revalues: 192080 | GridSize: 300
Generation 117 | Revalues: 193150 | GridSize: 300
Generation 118 | Revalues: 194500 | GridSize: 300
Generation 119 | Revalues: 195590 | GridSize: 300
Generation 120 | Revalues: 196830 | GridSize: 300
Generation 121 | Revalues: 198100 | GridSize: 299
Generation 122 | Revalues: 199100 | GridSize: 300
Generation 123 | Revalues: 200390 | GridSize: 300
Generation 124 | Revalues: 201390 | GridSize: 300
Generation 125 | Revalues: 202430 | GridSize: 300
Generation 126 | Revalues: 203520 | GridSize: 300
Generation 127 | Revalues: 204810 | GridSize: 298
Generation 128 | Revalues: 205890 | GridSize: 300
Generation 129 | Revalues: 206950 | GridSize: 298
Generation 130 | Revalues: 208000 | GridSize: 299
Generation 131 | Revalues: 209140 | GridSize: 299
Generation 132 | Revalues: 210160 | GridSize: 299
Generation 133 | Revalues: 211350 | GridSize: 300
Generation 134 | Revalues: 212410 | GridSize: 300
Generation 135 | Revalues: 213610 | GridSize: 300
Generation 136 | Revalues: 214630 | GridSize: 300
Generation 137 | Revalues: 215680 | GridSize: 300
Generation 138 | Revalues: 216730 | GridSize: 300
Generation 139 | Revalues: 218040 | GridSize: 300
Generation 140 | Revalues: 219200 | GridSize: 300
Generation 141 | Revalues: 220280 | GridSize: 300
Generation 142 | Revalues: 221590 | GridSize: 300
Generation 143 | Revalues: 222810 | GridSize: 300
Generation 144 | Revalues: 224040 | GridSize: 300
Generation 145 | Revalues: 225250 | GridSize: 300
Generation 146 | Revalues: 226320 | GridSize: 296
Generation 147 | Revalues: 227520 | GridSize: 299
Generation 148 | Revalues: 228690 | GridSize: 300
Generation 149 | Revalues: 229940 | GridSize: 299
Generation 150 | Revalues: 230980 | GridSize: 300
Generation 151 | Revalues: 232090 | GridSize: 300
Generation 152 | Revalues: 233380 | GridSize: 300
Generation 153 | Revalues: 234480 | GridSize: 300
Generation 154 | Revalues: 235620 | GridSize: 300
Generation 155 | Revalues: 236750 | GridSize: 300
Generation 156 | Revalues: 237950 | GridSize: 300
Generation 157 | Revalues: 239090 | GridSize: 300
Generation 158 | Revalues: 240190 | GridSize: 298
Generation 159 | Revalues: 241190 | GridSize: 300
Generation 160 | Revalues: 242480 | GridSize: 300
Generation 161 | Revalues: 243600 | GridSize: 300
Generation 162 | Revalues: 244670 | GridSize: 300
Generation 163 | Revalues: 245750 | GridSize: 300
Generation 164 | Revalues: 246980 | GridSize: 298
Generation 165 | Revalues: 248090 | GridSize: 300
Generation 166 | Revalues: 249270 | GridSize: 300
Generation 167 | Revalues: 250440 | GridSize: 300
Generation 168 | Revalues: 251580 | GridSize: 300
Generation 169 | Revalues: 252730 | GridSize: 300
Generation 170 | Revalues: 253910 | GridSize: 300
Generation 171 | Revalues: 254960 | GridSize: 300
Generation 172 | Revalues: 256000 | GridSize: 300
Generation 173 | Revalues: 257120 | GridSize: 300
Generation 174 | Revalues: 258190 | GridSize: 300
Generation 175 | Revalues: 259350 | GridSize: 300
Generation 176 | Revalues: 260490 | GridSize: 300
Generation 177 | Revalues: 261550 | GridSize: 300
Generation 178 | Revalues: 262740 | GridSize: 300
Generation 179 | Revalues: 263900 | GridSize: 300
Generation 180 | Revalues: 264930 | GridSize: 299
Generation 181 | Revalues: 266100 | GridSize: 300
Generation 182 | Revalues: 267670 | GridSize: 300
Generation 183 | Revalues: 268830 | GridSize: 300
Generation 184 | Revalues: 270110 | GridSize: 299
Generation 185 | Revalues: 271160 | GridSize: 300
Generation 186 | Revalues: 272180 | GridSize: 300
Generation 187 | Revalues: 273290 | GridSize: 300
Generation 188 | Revalues: 274460 | GridSize: 300
Generation 189 | Revalues: 275580 | GridSize: 300
Generation 190 | Revalues: 276640 | GridSize: 300
Generation 191 | Revalues: 277820 | GridSize: 300
Generation 192 | Revalues: 279010 | GridSize: 296
Generation 193 | Revalues: 280110 | GridSize: 300
Generation 194 | Revalues: 281130 | GridSize: 300
Generation 195 | Revalues: 282170 | GridSize: 300
Generation 196 | Revalues: 283460 | GridSize: 300
Generation 197 | Revalues: 284700 | GridSize: 300
Generation 198 | Revalues: 285760 | GridSize: 300
Generation 199 | Revalues: 286860 | GridSize: 300
Generation 200 | Revalues: 287960 | GridSize: 300
Generation 201 | Revalues: 289010 | GridSize: 300
Generation 202 | Revalues: 290050 | GridSize: 300
Generation 203 | Revalues: 291060 | GridSize: 300
Generation 204 | Revalues: 292090 | GridSize: 300
Generation 205 | Revalues: 293160 | GridSize: 300
Generation 206 | Revalues: 294360 | GridSize: 299
Generation 207 | Revalues: 295430 | GridSize: 298
Generation 208 | Revalues: 296530 | GridSize: 300
Generation 209 | Revalues: 297700 | GridSize: 300
Generation 210 | Revalues: 298790 | GridSize: 300
Generation 211 | Revalues: 299830 | GridSize: 300
Generation 212 | Revalues: 300890 | GridSize: 300
Generation 213 | Revalues: 302000 | GridSize: 300
Generation 214 | Revalues: 303140 | GridSize: 300
Generation 215 | Revalues: 304170 | GridSize: 300
Generation 216 | Revalues: 305280 | GridSize: 300
Generation 217 | Revalues: 306470 | GridSize: 299
Generation 218 | Revalues: 307640 | GridSize: 300
Generation 219 | Revalues: 308720 | GridSize: 299
Generation 220 | Revalues: 309940 | GridSize: 300
Generation 221 | Revalues: 311070 | GridSize: 300
Generation 222 | Revalues: 312120 | GridSize: 300
Generation 223 | Revalues: 313280 | GridSize: 299
Generation 224 | Revalues: 314310 | GridSize: 300
Generation 225 | Revalues: 315720 | GridSize: 300
Generation 226 | Revalues: 316820 | GridSize: 300
Generation 227 | Revalues: 317920 | GridSize: 300
Generation 228 | Revalues: 318950 | GridSize: 300
