Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 25430 | GridSize: 242
Generation 2 | Revalues: 32980 | GridSize: 289
Generation 3 | Revalues: 36490 | GridSize: 286
Generation 4 | Revalues: 39150 | GridSize: 279
Generation 5 | Revalues: 40910 | GridSize: 300
Generation 6 | Revalues: 45510 | GridSize: 299
Generation 7 | Revalues: 48760 | GridSize: 300
Generation 8 | Revalues: 50230 | GridSize: 294
Generation 9 | Revalues: 54000 | GridSize: 300
Generation 10 | Revalues: 57460 | GridSize: 287
Generation 11 | Revalues: 58960 | GridSize: 299
Generation 12 | Revalues: 61010 | GridSize: 300
Generation 13 | Revalues: 62610 | GridSize: 300
Generation 14 | Revalues: 64150 | GridSize: 298
Generation 15 | Revalues: 65790 | GridSize: 300
Generation 16 | Revalues: 67760 | GridSize: 300
Generation 17 | Revalues: 69450 | GridSize: 299
Generation 18 | Revalues: 71480 | GridSize: 300
Generation 19 | Revalues: 73390 | GridSize: 300
Generation 20 | Revalues: 74750 | GridSize: 300
Generation 21 | Revalues: 78050 | GridSize: 300
Generation 22 | Revalues: 79370 | GridSize: 300
Generation 23 | Revalues: 81420 | GridSize: 299
Generation 24 | Revalues: 82870 | GridSize: 298
Generation 25 | Revalues: 84810 | GridSize: 298
Generation 26 | Revalues: 86750 | GridSize: 300
Generation 27 | Revalues: 88750 | GridSize: 300
Generation 28 | Revalues: 90240 | GridSize: 300
Generation 29 | Revalues: 91410 | GridSize: 300
Generation 30 | Revalues: 93350 | GridSize: 300
Generation 31 | Revalues: 95540 | GridSize: 300
Generation 32 | Revalues: 97110 | GridSize: 296
Generation 33 | Revalues: 98600 | GridSize: 298
Generation 34 | Revalues: 99880 | GridSize: 300
Generation 35 | Revalues: 101090 | GridSize: 300
Generation 36 | Revalues: 102320 | GridSize: 300
Generation 37 | Revalues: 103550 | GridSize: 298
Generation 38 | Revalues: 105030 | GridSize: 300
Generation 39 | Revalues: 106530 | GridSize: 299
Generation 40 | Revalues: 107610 | GridSize: 299
Generation 41 | Revalues: 108970 | GridSize: 300
Generation 42 | Revalues: 110500 | GridSize: 299
Generation 43 | Revalues: 111960 | GridSize: 300
Generation 44 | Revalues: 113240 | GridSize: 300
Generation 45 | Revalues: 114630 | GridSize: 300
Generation 46 | Revalues: 115910 | GridSize: 300
Generation 47 | Revalues: 117090 | GridSize: 300
Generation 48 | Revalues: 118290 | GridSize: 300
Generation 49 | Revalues: 119500 | GridSize: 300
Generation 50 | Revalues: 120950 | GridSize: 298
Generation 51 | Revalues: 122260 | GridSize: 300
Generation 52 | Revalues: 123460 | GridSize: 300
Generation 53 | Revalues: 125010 | GridSize: 300
Generation 54 | Revalues: 126400 | GridSize: 300
Generation 55 | Revalues: 127830 | GridSize: 297
Generation 56 | Revalues: 129200 | GridSize: 300
Generation 57 | Revalues: 130280 | GridSize: 299
Generation 58 | Revalues: 131690 | GridSize: 300
Generation 59 | Revalues: 132730 | GridSize: 300
Generation 60 | Revalues: 133960 | GridSize: 300
Generation 61 | Revalues: 135190 | GridSize: 300
Generation 62 | Revalues: 136510 | GridSize: 299
Generation 63 | Revalues: 137620 | GridSize: 300
Generation 64 | Revalues: 138900 | GridSize: 300
Generation 65 | Revalues: 140220 | GridSize: 300
Generation 66 | Revalues: 141560 | GridSize: 300
Generation 67 | Revalues: 142980 | GridSize: 300
Generation 68 | Revalues: 144270 | GridSize: 300
Generation 69 | Revalues: 145460 | GridSize: 299
Generation 70 | Revalues: 146610 | GridSize: 300
Generation 71 | Revalues: 147720 | GridSize: 300
Generation 72 | Revalues: 149060 | GridSize: 300
Generation 73 | Revalues: 150460 | GridSize: 299
Generation 74 | Revalues: 151730 | GridSize: 300
Generation 75 | Revalues: 152770 | GridSize: 300
Generation 76 | Revalues: 154240 | GridSize: 296
Generation 77 | Revalues: 155910 | GridSize: 296
Generation 78 | Revalues: 157260 | GridSize: 300
Generation 79 | Revalues: 158330 | GridSize: 300
Generation 80 | Revalues: 159490 | GridSize: 300
Generation 81 | Revalues: 160680 | GridSize: 300
Generation 82 | Revalues: 161800 | GridSize: 300
Generation 83 | Revalues: 162930 | GridSize: 299
Generation 84 | Revalues: 164200 | GridSize: 300
Generation 85 | Revalues: 165500 | GridSize: 300
Generation 86 | Revalues: 166840 | GridSize: 300
Generation 87 | Revalues: 168080 | GridSize: 300
Generation 88 | Revalues: 169410 | GridSize: 300
Generation 89 | Revalues: 170490 | GridSize: 300
Generation 90 | Revalues: 171970 | GridSize: 298
Generation 91 | Revalues: 173140 | GridSize: 299
Generation 92 | Revalues: 174250 | GridSize: 300
Generation 93 | Revalues: 175460 | GridSize: 300
Generation 94 | Revalues: 176810 | GridSize: 300
Generation 95 | Revalues: 178070 | GridSize: 300
Generation 96 | Revalues: 179240 | GridSize: 300
Generation 97 | Revalues: 180360 | GridSize: 297
Generation 98 | Revalues: 181620 | GridSize: 300
Generation 99 | Revalues: 182970 | GridSize: 299
Generation 100 | Revalues: 184330 | GridSize: 298
Generation 101 | Revalues: 185680 | GridSize: 300
Generation 102 | Revalues: 186980 | GridSize: 300
Generation 103 | Revalues: 188270 | GridSize: 300
Generation 104 | Revalues: 189570 | GridSize: 300
Generation 105 | Revalues: 190850 | GridSize: 300
Generation 106 | Revalues: 192070 | GridSize: 300
Generation 107 | Revalues: 193430 | GridSize: 300
Generation 108 | Revalues: 194820 | GridSize: 300
Generation 109 | Revalues: 195980 | GridSize: 300
Generation 110 | Revalues: 197160 | GridSize: 300
Generation 111 | Revalues: 198500 | GridSize: 300
