Fold,SBS_Best_Models
0,COMOLSD
1,MOEAD
2,MOEAD
3,MOEAD
4,COMOLSD
5,MOEAD
6,MOEAD
7,MOEAD
8,MOEAD
9,MOEAD
10,MOEAD
11,MOEAD
12,MOEAD
13,MOEAD
14,COMOLSD
15,MOEAD
16,COMOLSD
17,COMOLSD
18,MOEAD
19,COMOLSD
20,COMOLSD
21,MOEAD
22,MOEAD
23,MOEAD
24,COMOLSD
25,COMOLSD
26,COMOLSD
27,MOEAD
28,COMOLSD
29,COMOLSD
30,COMOLSD
31,COMOLSD
32,MOEAD
33,COMOLSD
34,COMOLSD
35,COMOLSD
36,MOEAD
37,COMOLSD
38,MOEAD
39,COMOLSD
40,COMOLSD
41,MOEAD
42,MOEAD
43,MOEAD
44,MOEAD
45,MOEAD
46,COMOLSD
47,MOEAD
48,COMOLSD
49,COMOLSD
50,MOEAD
51,MOEAD
52,MOEAD
53,MOEAD
54,COMOLSD
55,COMOLSD
56,MOEAD
57,COMOLSD
58,COMOLSD
59,COMOLSD
60,MOEAD
61,COMOLSD
62,COMOLSD
63,COMOLSD
64,COMOLSD
65,COMOLSD
66,MOEAD
67,MOEAD
68,COMOLSD
69,MOEAD
70,COMOLSD
71,MOEAD
72,MOEAD
73,COMOLSD
74,MOEAD
75,COMOLSD
76,MOEAD
77,COMOLSD
78,COMOLSD
79,MOEAD
80,MOEAD
81,COMOLSD
82,MOEAD
83,MOEAD
84,COMOLSD
85,MOEAD
86,COMOLSD
87,MOEAD
88,COMOLSD
89,COMOLSD
90,MOEAD
91,MOEAD
92,COMOLSD
93,MOEAD
94,COMOLSD
95,COMOLSD
96,COMOLSD
97,MOEAD
98,MOEAD
99,MOEAD
